,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf
2018-12-23-14-northern-colorado,34.5,10,4.8,1,100.0,71.4,20,0.484,64,0.453,29,0.422,27,0.741,20,8,200,113.9,38.9,14,18,82,,12.5,9,0.219,14,0.286,4,53.1,34,0.534,12.7,11,50,0.5,25,0.273,3,"December 23, 2018",39.1,9,6.0,3,113.9,61.1,22,0.538,52,0.442,23,0.404,21,0.762,16,5,200,100.0,28.6,8,22,72,,5.6,4,0.596,31,0.323,10,46.9,30,0.581,20.7,16,21,0.619,13,0.545,6,"Orleans Arena, Paradise, Nevada",NORTHERN-COLORADO,Northern Colorado,71.9,Away,SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,Northern Colorado,big-sky
2018-12-29-22-sacramento-state,57.7,15,5.3,3,92.9,62.5,20,0.596,52,0.5,26,0.25,13,0.615,8,5,200,100.0,14.8,4,16,70,,5.7,4,0.558,29,0.345,10,40.7,24,0.602,19.5,14,23,0.696,16,0.583,7,"December 29, 2018",48.3,14,21.7,5,100.0,85.2,23,0.454,65,0.446,29,0.123,8,0.75,6,4,200,92.9,37.5,12,17,65,,10.0,7,0.123,8,0.125,1,59.3,35,0.472,18.0,15,57,0.491,28,0.6,6,"The Nest, Sacramento, California",SACRAMENTO-STATE,Sacramento State,70.0,Away,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky
2018-12-31-17-portland-state,65.2,15,9.4,3,92.3,73.3,22,0.527,55,0.418,23,0.382,21,0.714,15,5,200,112.3,29.0,9,15,73,,6.2,4,0.564,31,0.387,12,50.8,31,0.562,12.3,9,24,0.458,11,0.615,8,"December 31, 2018",52.6,10,12.5,3,112.3,71.0,22,0.441,51,0.373,19,0.353,18,0.833,15,7,200,92.3,26.7,8,21,60,,6.2,4,0.373,19,0.368,7,49.2,30,0.504,18.1,13,32,0.375,12,0.417,5,"Peter W. Stott Center, Portland, Oregon",PORTLAND-STATE,Portland State,64.8,Away,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky
2019-01-05-18-northern-colorado,56.7,17,3.1,1,113.7,69.0,29,0.566,61,0.492,30,0.262,16,0.625,10,11,225,108.2,25.0,7,25,79,,5.5,4,0.262,16,0.563,9,51.4,36,0.576,12.8,10,45,0.467,21,0.267,4,"January 5, 2019",62.1,18,8.9,4,108.2,75.0,21,0.523,66,0.439,29,0.439,29,0.483,14,5,225,113.7,31.0,13,16,83,,6.8,5,0.515,34,0.324,11,48.6,34,0.52,8.2,7,32,0.563,18,0.643,9,"Bank of Colorado Arena, Greeley, Colorado",IDAHO,Idaho,64.6,Home,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky
2019-01-07-21-northern-colorado,45.8,11,12.5,3,107.1,88.0,22,0.426,61,0.393,24,0.262,16,0.688,11,12,200,90.0,25.0,9,18,63,,11.4,8,0.213,13,0.308,4,50.8,31,0.459,16.0,13,48,0.417,20,0.2,3,"January 7, 2019",64.0,16,8.3,4,90.0,75.0,27,0.615,48,0.521,25,0.458,22,0.727,16,5,200,107.1,12.0,3,15,75,,7.1,5,0.5,24,0.375,9,49.2,30,0.642,17.2,12,24,0.667,16,0.667,10,"Bank of Colorado Arena, Greeley, Colorado",EASTERN-WASHINGTON,Eastern Washington,70.0,Home,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky
2019-01-12-16-northern-colorado,40.0,14,10.0,4,87.7,76.5,26,0.621,62,0.565,35,0.258,16,0.688,11,6,200,120.5,32.0,8,18,88,,12.3,9,0.21,13,0.538,7,57.6,34,0.632,13.7,11,49,0.571,28,0.647,11,"January 12, 2019",50.0,11,12.2,6,120.5,68.0,17,0.418,55,0.4,22,0.545,30,0.6,18,6,200,87.7,23.5,8,19,64,,4.1,3,0.273,15,0.133,2,42.4,25,0.462,16.0,13,40,0.5,20,0.625,10,"Bank of Colorado Arena, Greeley, Colorado",NORTHERN-COLORADO,Northern Colorado,73.4,Away,MONTANA,Montana,Northern Colorado,big-sky
2019-01-14-21-montana-state,48.1,13,5.9,2,107.7,75.0,27,0.525,59,0.458,27,0.254,15,0.733,11,6,200,112.3,26.7,8,15,73,,7.7,5,0.424,25,0.32,8,53.0,35,0.552,9.6,7,34,0.559,19,0.647,11,"January 14, 2019",65.4,17,8.8,3,112.3,73.3,22,0.508,61,0.426,26,0.197,12,0.667,8,9,200,107.7,25.0,9,16,70,,7.7,5,0.443,27,0.37,10,47.0,31,0.525,10.8,8,34,0.471,16,0.438,7,"Max Worthington Arena, Bozeman, Montana",MONTANA-STATE,Montana State,65.4,Away,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky
2019-01-19-21-weber-state,40.0,8,9.4,3,109.9,81.5,22,0.417,54,0.37,20,0.444,24,0.792,19,7,200,90.1,25.7,9,20,64,,7.0,5,0.352,19,0.263,5,50.0,31,0.489,19.9,16,35,0.429,15,0.611,11,"January 19, 2019",44.8,13,20.0,7,90.1,74.3,26,0.644,52,0.558,29,0.327,17,0.647,11,6,200,109.9,18.5,5,21,78,,9.9,7,0.385,20,0.45,9,50.0,31,0.649,19.1,14,32,0.625,20,0.667,12,"Dee Events Center, Ogden, Utah",NORTHERN-COLORADO,Northern Colorado,70.7,Home,WEBER-STATE,Weber State,Northern Colorado,big-sky
2019-01-21-21-idaho-state,53.8,14,2.6,1,85.5,73.5,25,0.56,58,0.448,26,0.259,15,0.8,12,7,200,124.2,25.9,7,15,77,,8.1,5,0.466,27,0.481,13,52.5,32,0.591,7.2,5,31,0.419,13,0.632,12,"January 21, 2019",8.7,2,19.4,6,124.2,74.1,20,0.436,55,0.418,23,0.164,9,0.556,5,9,200,85.5,26.5,9,13,53,,3.2,2,0.309,17,0.118,2,47.5,29,0.447,15.7,11,38,0.553,21,0.438,7,"Holt Arena, Pocatello, Idaho",IDAHO-STATE,Idaho State,62.2,Away,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky
2019-01-24-21-northern-colorado,72.2,13,9.1,3,106.8,78.3,18,0.391,55,0.327,18,0.545,30,0.833,25,8,200,91.9,23.1,9,26,68,,8.1,6,0.436,24,0.292,7,43.5,27,0.491,16.0,13,31,0.355,11,0.529,9,"January 24, 2019",34.6,9,6.5,2,91.9,76.9,30,0.569,51,0.51,26,0.588,30,0.7,21,7,200,106.8,21.7,5,22,79,,12.2,9,0.353,18,0.333,6,56.5,35,0.605,17.9,14,33,0.606,20,0.65,13,"Bank of Colorado Arena, Greeley, Colorado",SOUTHERN-UTAH,Southern Utah,73.8,Home,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky
2019-01-26-20-northern-arizona,65.4,17,5.6,2,78.7,85.7,30,0.508,61,0.426,26,0.033,2,0.5,1,7,200,103.3,33.3,11,14,63,,11.5,7,0.443,27,0.37,10,60.3,41,0.508,12.7,9,34,0.471,16,0.667,14,"January 26, 2019",38.9,7,11.8,4,103.3,66.7,22,0.382,51,0.353,18,0.294,15,0.6,9,13,200,78.7,14.3,5,7,48,,6.6,4,0.294,15,0.2,3,39.7,27,0.413,13.5,9,36,0.417,15,0.278,5,"Walkup Skydome, Flagstaff, Arizona",NORTHERN-ARIZONA,Northern Arizona,61.0,Away,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky
2019-02-04-21-northern-colorado,58.3,14,0.0,0,91.7,74.3,26,0.458,60,0.4,24,0.333,20,0.7,14,12,200,95.8,25.7,9,21,69,,11.1,8,0.383,23,0.304,7,50.0,35,0.496,12.7,10,37,0.459,17,0.429,9,"February 4, 2019",58.3,14,2.7,1,95.8,74.3,26,0.465,57,0.421,24,0.404,23,0.565,13,8,200,91.7,25.7,9,19,66,,4.2,3,0.474,27,0.185,5,50.0,35,0.486,18.3,15,30,0.633,19,0.636,14,"Bank of Colorado Arena, Greeley, Colorado",NORTHERN-COLORADO,Northern Colorado,72.2,Away,MONTANA-STATE,Montana State,Northern Colorado,big-sky
2019-02-07-21-northern-colorado,47.4,9,10.0,3,119.4,80.0,20,0.415,53,0.358,19,0.415,22,0.818,18,13,200,92.5,25.0,8,21,62,,6.0,4,0.321,17,0.353,6,49.1,28,0.489,17.2,13,36,0.361,13,0.409,9,"February 7, 2019",44.4,12,8.3,3,92.5,75.0,24,0.615,52,0.519,27,0.365,19,0.842,16,8,200,119.4,20.0,5,19,80,,4.5,3,0.423,22,0.455,10,50.9,29,0.655,14.2,10,30,0.567,17,0.652,15,"Bank of Colorado Arena, Greeley, Colorado",PORTLAND-STATE,Portland State,67.2,Home,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky
2019-02-09-16-northern-colorado,26.1,6,14.3,3,103.2,75.8,25,0.453,53,0.434,23,0.302,16,0.688,11,11,200,93.7,20.0,6,24,59,,12.7,8,0.151,8,0.25,2,49.2,31,0.487,11.8,8,45,0.467,21,0.45,9,"February 9, 2019",55.0,11,2.2,1,93.7,80.0,24,0.49,49,0.408,20,0.531,26,0.654,17,8,200,103.2,24.2,8,17,65,,7.9,5,0.571,28,0.286,8,50.8,32,0.53,15.4,11,21,0.571,12,0.667,16,"Bank of Colorado Arena, Greeley, Colorado",SACRAMENTO-STATE,Sacramento State,63.5,Home,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky
2019-02-14-22-idaho,80.0,20,11.1,3,73.4,69.2,18,0.542,59,0.424,25,0.271,16,0.688,11,8,200,117.2,26.7,8,13,75,,14.1,9,0.644,38,0.368,14,46.4,26,0.563,8.3,6,21,0.524,11,0.68,17,"February 14, 2019",52.9,9,4.8,1,117.2,73.3,22,0.443,44,0.386,17,0.25,11,0.727,8,20,200,73.4,30.8,8,16,47,,1.6,1,0.386,17,0.294,5,53.6,30,0.477,31.1,22,27,0.444,12,0.167,4,"Cowan Spectrum, Moscow, Idaho",IDAHO,Idaho,63.9,Away,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky
2019-02-16-17-eastern-washington,44.8,13,8.3,4,115.8,74.2,23,0.557,61,0.475,29,0.262,16,0.625,10,9,225,102.6,30.3,10,16,78,,10.5,8,0.344,21,0.476,10,51.6,33,0.569,19.0,16,40,0.475,19,0.654,17,"February 16, 2019",47.2,17,10.0,4,102.6,69.7,23,0.614,66,0.545,36,0.182,12,0.583,7,15,225,115.8,25.8,8,15,88,,10.5,8,0.273,18,0.5,9,48.4,31,0.614,15.4,13,48,0.563,27,0.375,9,"Reese Court, Cheney, Washington",NORTHERN-COLORADO,Northern Colorado,67.2,Home,EASTERN-WASHINGTON,Eastern Washington,Northern Colorado,big-sky
2019-02-25-21-montana,39.3,11,12.1,4,107.5,66.7,20,0.594,53,0.528,28,0.302,16,0.688,11,9,200,110.4,25.9,7,15,74,,11.9,8,0.377,20,0.35,7,47.4,27,0.611,17.8,13,33,0.636,21,0.667,18,"February 25, 2019",48.1,13,15.2,5,110.4,74.1,20,0.573,55,0.491,27,0.309,17,0.529,9,7,200,107.5,33.3,10,15,72,,10.4,7,0.4,22,0.409,9,52.6,30,0.571,19.4,15,33,0.545,18,0.741,20,"Adams Center/Dahlberg Arena, Missoula, Montana",MONTANA,Montana,67.3,Away,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky
2019-02-28-21-northern-colorado,56.5,13,0.0,0,125.0,69.2,18,0.54,50,0.46,23,0.18,9,0.778,7,12,200,89.7,7.7,2,13,61,,7.4,5,0.38,19,0.421,8,38.5,20,0.562,19.4,13,31,0.484,15,0.571,16,"February 28, 2019",44.1,15,9.7,3,89.7,92.3,24,0.602,64,0.531,34,0.172,11,0.727,8,9,200,125.0,30.8,8,15,85,,11.8,8,0.438,28,0.321,9,61.5,32,0.614,11.6,9,36,0.694,25,0.679,19,"Bank of Colorado Arena, Greeley, Colorado",WEBER-STATE,Weber State,67.8,Home,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky
2019-03-02-21-northern-colorado,41.7,10,13.5,5,106.0,61.3,19,0.473,55,0.436,24,0.2,11,0.909,10,17,200,92.5,25.0,7,16,62,,7.5,5,0.327,18,0.222,4,44.1,26,0.515,19.0,14,37,0.541,20,0.346,9,"March 2, 2019",38.5,10,8.1,3,92.5,75.0,21,0.476,63,0.413,26,0.175,11,1.0,11,9,200,106.0,38.7,12,13,71,,10.4,7,0.413,26,0.308,8,55.9,33,0.52,12.8,10,37,0.486,18,0.69,20,"Bank of Colorado Arena, Greeley, Colorado",IDAHO-STATE,Idaho State,66.7,Home,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky
2019-03-07-20-southern-utah,60.9,14,9.1,3,77.9,84.8,28,0.538,53,0.434,23,0.358,19,0.684,13,9,200,102.9,18.5,5,18,70,,14.7,10,0.566,30,0.367,11,55.0,33,0.564,16.4,12,23,0.522,12,0.7,21,"March 7, 2019",35.0,7,17.4,4,102.9,81.5,22,0.439,49,0.408,20,0.347,17,0.588,10,15,200,77.9,15.2,5,20,53,,8.8,6,0.327,16,0.188,3,45.0,27,0.464,21.0,15,33,0.515,17,0.483,14,"Centrum, Cedar City, Utah",SOUTHERN-UTAH,Southern Utah,68.1,Away,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky
2019-03-09-19-northern-colorado,50.0,14,0.0,0,101.3,85.2,23,0.539,64,0.438,28,0.391,25,0.8,20,20,225,115.6,25.7,9,17,89,,7.8,6,0.453,29,0.448,13,51.6,32,0.586,11.8,10,35,0.429,15,0.333,10,"March 9, 2019",44.4,12,8.6,3,115.6,74.3,26,0.56,58,0.466,27,0.397,23,0.565,13,10,225,101.3,14.8,4,21,78,,6.5,5,0.448,26,0.423,11,48.4,30,0.566,16.0,13,32,0.5,16,0.677,21,"Bank of Colorado Arena, Greeley, Colorado",NORTHERN-COLORADO,Northern Colorado,68.8,Away,NORTHERN-ARIZONA,Northern Arizona,Northern Colorado,big-sky
2019-03-14-19-northern-colorado,37.9,11,9.5,2,88.9,73.0,27,0.627,55,0.527,29,0.273,15,0.933,14,15,200,115.3,19.2,5,19,83,,11.1,8,0.382,21,0.524,11,50.8,32,0.668,18.5,14,34,0.529,18,0.516,16,"March 14, 2019",61.9,13,26.5,9,115.3,80.8,21,0.481,53,0.396,21,0.453,24,0.542,13,11,200,88.9,27.0,10,17,64,,11.1,8,0.604,32,0.281,9,49.2,31,0.497,22.1,18,21,0.571,12,0.656,21,"CenturyLink Arena, Boise, Idaho",NORTHERN-COLORADO,Northern Colorado,71.8,Away,SOUTHERN-UTAH,Southern Utah,Northern Colorado,big-sky
