,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf
2018-12-17-20-valparaiso,62.1,18,0.0,0,87.1,80.6,25,0.544,57,0.509,29,0.404,23,0.652,15,4,200,110.0,31.0,9,22,77,,14.3,10,0.263,15,0.267,4,56.7,34,0.567,13.0,10,42,0.595,25,0.636,7,"December 17, 2018",45.0,9,4.8,2,110.0,69.0,20,0.43,50,0.4,20,0.46,23,0.783,18,5,200,87.1,19.4,6,20,61,,5.7,4,0.32,16,0.188,3,43.3,26,0.501,22.0,17,34,0.5,17,0.545,6,"Athletics-Recreation Center, Valparaiso, Indiana",VALPARAISO,Valparaiso,70.4,Away,BALL-STATE,Ball State,Ball State,mac
2018-12-20-19-ball-state,56.0,14,3.4,1,144.1,77.8,21,0.442,69,0.362,25,0.188,13,0.769,10,6,200,104.4,29.5,13,21,71,,5.9,4,0.435,30,0.367,11,47.9,34,0.472,6.3,5,39,0.359,14,0.5,6,"December 20, 2018",55.9,19,2.6,1,104.4,70.5,31,0.707,58,0.586,34,0.345,20,0.8,16,4,200,144.1,22.2,6,12,98,,1.5,1,0.5,29,0.483,14,52.1,37,0.726,10.7,8,29,0.69,20,0.667,8,"Worthen Arena, Muncie, Indiana",HOWARD,Howard,68.3,Home,BALL-STATE,Ball State,Ball State,mac
2018-12-29-14-ball-state,40.9,9,5.1,2,145.0,70.4,19,0.349,73,0.301,22,0.11,8,0.75,6,10,200,71.3,20.8,10,26,57,,5.0,4,0.329,24,0.292,7,38.7,29,0.371,13.6,12,49,0.306,15,0.231,3,"December 29, 2018",73.5,25,14.3,7,71.3,79.2,38,0.648,61,0.557,34,0.721,44,0.841,37,4,200,145.0,29.6,8,9,116,,7.5,6,0.361,22,0.5,11,61.3,46,0.708,8.0,7,39,0.59,23,0.692,9,"Worthen Arena, Muncie, Indiana",DELAWARE-STATE,Delaware State,79.9,Home,BALL-STATE,Ball State,Ball State,mac
2019-01-04-19-toledo,32.3,10,12.8,5,84.2,78.0,32,0.516,64,0.484,31,0.266,17,0.765,13,4,200,103.9,21.9,7,12,79,,5.3,4,0.219,14,0.286,4,53.4,39,0.548,12.3,10,50,0.54,27,0.714,10,"January 4, 2019",44.0,11,18.0,9,103.9,78.1,25,0.42,69,0.362,25,0.13,9,0.667,6,2,200,84.2,22.0,9,15,64,,2.6,2,0.435,30,0.267,8,46.6,34,0.437,14.1,12,39,0.436,17,0.857,12,"John F. Savage Hall, Toledo, Ohio",TOLEDO,Toledo,75.7,Away,BALL-STATE,Ball State,Ball State,mac
2019-01-08-19-ball-state,44.8,13,17.5,7,110.8,57.1,24,0.569,58,0.5,29,0.414,24,0.75,18,8,250,113.5,46.9,15,28,84,,13.5,10,0.224,13,0.615,8,52.7,39,0.605,20.8,18,45,0.467,21,0.467,7,"January 8, 2019",79.3,23,8.9,4,113.5,53.1,17,0.515,65,0.446,29,0.462,30,0.5,15,5,250,110.8,42.9,18,21,82,,13.5,10,0.385,25,0.36,9,47.3,35,0.517,16.1,15,40,0.5,20,0.667,10,"Worthen Arena, Muncie, Indiana",BALL-STATE,Ball State,59.5,Away,EASTERN-MICHIGAN,Eastern Michigan,Ball State,mac
2019-01-12-12-ball-state,52.0,13,8.3,3,73.2,75.8,25,0.483,60,0.417,25,0.35,21,0.571,12,6,200,98.6,31.6,12,21,70,,18.3,13,0.283,17,0.471,8,52.1,37,0.5,14.8,12,43,0.395,17,0.6,9,"January 12, 2019",29.4,5,2.3,1,98.6,68.4,26,0.365,48,0.354,17,0.563,27,0.63,17,6,200,73.2,24.2,8,16,52,,11.3,8,0.25,12,0.083,1,47.9,34,0.427,24.1,19,36,0.444,16,0.625,10,"Worthen Arena, Muncie, Indiana",BALL-STATE,Ball State,70.9,Away,OHIO,Ohio,Ball State,mac
2019-01-15-19-bowling-green-state,22.2,6,7.1,3,102.6,65.1,28,0.527,56,0.482,27,0.446,25,0.76,19,7,200,101.3,18.2,6,25,78,,10.4,8,0.286,16,0.313,5,44.7,34,0.575,19.3,16,40,0.55,22,0.588,10,"January 15, 2019",28.6,6,0.0,0,101.3,81.8,27,0.403,62,0.339,21,0.532,33,0.879,29,5,200,102.6,34.9,15,19,79,,11.7,9,0.323,20,0.4,8,55.3,42,0.509,15.5,14,42,0.31,13,0.706,12,"Stroh Center, Bowling Green, Ohio",BALL-STATE,Ball State,77.3,Home,BOWLING-GREEN-STATE,Bowling Green State,Ball State,mac
2019-01-19-16-central-michigan,22.9,8,5.4,2,97.3,80.0,24,0.615,61,0.574,35,0.148,9,0.889,8,7,200,112.2,15.8,3,15,83,,8.1,6,0.246,15,0.333,5,55.1,27,0.636,15.6,12,46,0.652,30,0.611,11,"January 19, 2019",44.4,12,4.3,2,112.2,84.2,16,0.508,60,0.45,27,0.25,15,0.733,11,4,200,97.3,20.0,6,14,72,,9.5,7,0.383,23,0.304,7,44.9,22,0.536,16.3,13,37,0.541,20,0.778,14,"McGuirk Arena, Mt. Pleasant, Michigan",CENTRAL-MICHIGAN,Central Michigan,74.2,Away,BALL-STATE,Ball State,Ball State,mac
2019-01-22-19-ball-state,45.8,11,6.3,3,95.6,62.9,22,0.606,47,0.511,24,0.404,19,0.737,14,9,200,104.4,20.0,5,21,71,,10.3,7,0.511,24,0.375,9,45.0,27,0.634,23.5,17,23,0.652,15,0.526,10,"January 22, 2019",29.2,7,21.7,5,104.4,80.0,20,0.415,59,0.407,24,0.339,20,0.8,16,8,200,95.6,37.1,13,18,65,,13.2,9,0.186,11,0.091,1,55.0,33,0.474,15.0,12,48,0.479,23,0.579,11,"Worthen Arena, Muncie, Indiana",BALL-STATE,Ball State,67.8,Away,MIAMI-OH,Miami (OH),Ball State,mac
2019-01-26-14-ohio,48.3,14,7.0,3,102.6,71.8,28,0.557,61,0.475,29,0.131,8,0.75,6,9,200,97.4,16.7,5,17,74,,10.5,8,0.295,18,0.556,10,47.8,33,0.571,20.9,17,43,0.442,19,0.55,11,"January 26, 2019",45.2,14,11.6,5,97.4,83.3,25,0.515,67,0.463,31,0.239,16,0.563,9,8,200,102.6,28.2,11,13,78,,10.5,8,0.358,24,0.292,7,52.2,36,0.523,13.9,12,43,0.558,24,0.579,11,"Convocation Center, Athens, Ohio",BALL-STATE,Ball State,76.2,Home,OHIO,Ohio,Ball State,mac
2019-01-29-19-buffalo,19.0,4,7.0,3,105.1,68.8,33,0.338,65,0.323,21,0.338,22,0.682,15,10,200,74.7,28.6,14,22,59,,7.6,6,0.354,23,0.087,2,48.5,47,0.391,19.4,18,42,0.452,19,0.524,11,"January 29, 2019",53.1,17,7.1,3,74.7,71.4,35,0.48,74,0.432,32,0.324,24,0.5,12,2,200,105.1,31.3,15,19,83,18,8.9,7,0.419,31,0.226,7,51.5,50,0.486,8.6,8,43,0.581,25,0.905,19,"Alumni Arena, Buffalo, New York",BALL-STATE,Ball State,78.9,Home,BUFFALO,Buffalo,Ball State,mac
2019-02-02-12-ball-state,60.7,17,10.8,4,102.6,69.0,20,0.445,73,0.384,28,0.288,21,0.857,18,5,225,106.4,29.5,13,20,83,,11.5,9,0.37,27,0.333,9,45.2,33,0.5,8.9,8,46,0.413,19,0.762,16,"February 2, 2019",51.9,14,2.2,1,106.4,70.5,31,0.545,56,0.482,27,0.429,24,0.792,19,11,225,102.6,31.0,9,18,80,,6.4,5,0.339,19,0.368,7,54.8,40,0.593,23.1,20,37,0.541,20,0.5,11,"Worthen Arena, Muncie, Indiana",BALL-STATE,Ball State,69.5,Away,KENT-STATE,Kent State,Ball State,mac
2019-02-05-20-northern-illinois,56.5,13,6.8,3,97.3,82.8,24,0.5,54,0.426,23,0.519,28,0.643,18,11,200,98.6,20.7,6,10,72,,6.8,5,0.407,22,0.364,8,51.7,30,0.535,15.3,12,32,0.469,15,0.522,12,"February 5, 2019",35.7,10,15.6,5,98.6,79.3,23,0.508,62,0.452,28,0.129,8,1.0,8,11,200,97.3,17.2,5,21,71,,5.5,4,0.29,18,0.389,7,48.3,28,0.54,14.4,11,44,0.477,21,0.522,12,"Convocation Center, DeKalb, Illinois",NORTHERN-ILLINOIS,Northern Illinois,72.6,Away,BALL-STATE,Ball State,Ball State,mac
2019-02-09-14-ball-state,33.3,7,5.6,2,108.2,83.3,25,0.42,56,0.375,21,0.304,17,0.706,12,17,200,80.8,16.2,6,16,59,,9.6,7,0.429,24,0.208,5,46.3,31,0.46,19.1,15,32,0.5,16,0.261,6,"February 9, 2019",56.7,17,3.1,1,80.8,83.8,31,0.592,60,0.5,30,0.233,14,0.571,8,11,200,108.2,16.7,5,19,79,,6.8,5,0.4,24,0.458,11,53.7,36,0.593,14.3,11,36,0.528,19,0.542,13,"Worthen Arena, Muncie, Indiana",WESTERN-MICHIGAN,Western Michigan,72.9,Home,BALL-STATE,Ball State,Ball State,mac
2019-02-16-14-ball-state,42.1,8,13.6,6,77.0,73.0,27,0.333,63,0.302,19,0.238,15,0.933,14,11,200,75.7,15.9,7,16,56,,9.5,7,0.397,25,0.16,4,42.0,34,0.399,13.6,11,38,0.395,15,0.56,14,"February 16, 2019",42.9,9,10.5,4,75.7,84.1,37,0.369,61,0.344,21,0.262,16,0.75,12,11,200,77.0,27.0,10,15,57,,9.5,7,0.279,17,0.176,3,58.0,47,0.415,18.1,15,44,0.409,18,0.56,14,"Worthen Arena, Muncie, Indiana",AKRON,Akron,73.9,Home,BALL-STATE,Ball State,Ball State,mac
2019-02-19-19-miami-oh,45.5,10,6.1,2,93.2,78.8,26,0.438,56,0.393,22,0.464,26,0.654,17,12,200,89.2,18.9,7,17,66,,18.9,14,0.411,23,0.217,5,47.1,33,0.483,16.2,13,33,0.515,17,0.538,14,"February 19, 2019",45.5,10,12.1,4,89.2,81.1,30,0.481,53,0.415,22,0.415,22,0.818,18,12,200,93.2,21.2,7,19,69,,8.1,6,0.377,20,0.35,7,52.9,37,0.544,21.3,17,33,0.455,15,0.538,14,"Millett Hall, Oxford, Ohio",BALL-STATE,Ball State,73.9,Home,MIAMI-OH,Miami (OH),Ball State,mac
2019-02-23-14-ball-state,20.8,5,7.7,3,75.0,82.9,29,0.415,65,0.369,24,0.308,20,0.5,10,8,200,84.2,38.1,16,13,64,,15.8,12,0.292,19,0.316,6,58.4,45,0.43,18.7,17,46,0.391,18,0.704,19,"February 23, 2019",63.6,14,13.0,6,84.2,61.9,26,0.42,56,0.393,22,0.232,13,0.769,10,13,200,75.0,17.1,6,19,57,,10.5,8,0.304,17,0.176,3,41.6,32,0.458,25.4,21,39,0.487,19,0.519,14,"Worthen Arena, Muncie, Indiana",BALL-STATE,Ball State,76.3,Away,CENTRAL-MICHIGAN,Central Michigan,Ball State,mac
2019-02-26-19-ball-state,67.9,19,11.8,4,97.3,83.3,20,0.57,57,0.491,28,0.386,22,0.682,15,6,200,108.1,38.5,10,19,80,,14.9,11,0.386,22,0.409,9,60.0,30,0.593,18.4,15,35,0.543,19,0.786,22,"February 26, 2019",32.0,8,0.0,0,108.1,61.5,16,0.583,48,0.521,25,0.479,23,0.696,16,14,200,97.3,16.7,4,21,72,,12.2,9,0.292,14,0.429,6,40.0,20,0.611,26.5,21,34,0.559,19,0.5,14,"Worthen Arena, Muncie, Indiana",BALL-STATE,Ball State,74.2,Away,TOLEDO,Toledo,Ball State,mac
2019-03-02-16-western-michigan,30.8,8,13.5,5,82.9,59.0,23,0.466,58,0.448,26,0.207,12,0.5,6,14,200,85.7,16.7,6,20,60,,14.3,10,0.241,14,0.143,2,38.7,29,0.471,17.0,13,44,0.545,24,0.517,15,"March 2, 2019",38.1,8,6.8,3,85.7,83.3,30,0.421,57,0.368,21,0.333,19,0.526,10,21,200,82.9,41.0,16,18,58,,2.9,2,0.351,20,0.3,6,61.3,46,0.439,23.4,20,37,0.405,15,0.276,8,"University Arena, Kalamazoo, Michigan",WESTERN-MICHIGAN,Western Michigan,70.4,Away,BALL-STATE,Ball State,Ball State,mac
2019-03-05-19-eastern-michigan,65.0,13,7.9,3,109.7,73.5,25,0.423,52,0.385,20,0.462,24,0.708,17,15,200,98.4,36.1,13,18,61,,9.7,6,0.327,17,0.235,4,54.3,38,0.481,16.1,12,35,0.457,16,0.5,15,"March 5, 2019",44.0,11,11.4,4,98.4,63.9,23,0.529,51,0.49,25,0.51,26,0.538,14,15,200,109.7,26.5,9,17,68,,11.3,7,0.255,13,0.308,4,45.7,32,0.537,11.4,8,38,0.553,21,0.5,15,"Convocation Center, Ypsilanti, Michigan",BALL-STATE,Ball State,62.4,Home,EASTERN-MICHIGAN,Eastern Michigan,Ball State,mac
2019-03-08-19-ball-state,24.0,6,10.3,4,81.4,74.2,23,0.397,68,0.368,25,0.147,10,1.0,10,16,200,91.4,13.2,5,15,64,,14.3,10,0.221,15,0.267,4,40.6,28,0.44,6.5,5,53,0.396,21,0.484,15,"March 8, 2019",45.8,11,17.0,9,91.4,86.8,33,0.472,53,0.453,24,0.264,14,0.5,7,16,200,81.4,25.8,8,15,57,,5.7,4,0.264,14,0.143,2,59.4,41,0.478,21.3,16,39,0.564,22,0.484,15,"Worthen Arena, Muncie, Indiana",BALL-STATE,Ball State,70.2,Away,NORTHERN-ILLINOIS,Northern Illinois,Ball State,mac
2019-03-11-19-eastern-michigan,61.9,13,13.3,4,70.5,71.4,25,0.48,49,0.429,21,0.388,19,0.737,14,16,200,100.0,42.9,12,17,61,,6.6,4,0.367,18,0.278,5,58.7,37,0.526,20.7,15,31,0.516,16,0.5,16,"March 11, 2019",53.3,8,12.9,4,100.0,57.1,16,0.343,51,0.294,15,0.314,16,0.5,8,17,200,70.5,28.6,10,16,43,,9.8,6,0.412,21,0.238,5,41.3,26,0.367,18.3,13,30,0.333,10,0.469,15,"Convocation Center, Ypsilanti, Michigan",EASTERN-MICHIGAN,Eastern Michigan,61.3,Away,BALL-STATE,Ball State,Ball State,mac
2019-03-14-21-bowling-green-state,52.9,18,2.2,1,119.3,75.9,22,0.567,67,0.507,34,0.239,16,0.625,10,17,200,103.6,17.6,6,22,86,,4.8,4,0.373,25,0.32,8,44.4,28,0.576,16.8,15,42,0.619,26,0.485,16,"March 14, 2019",35.1,13,4.8,2,103.6,82.4,28,0.629,66,0.561,37,0.394,26,0.615,16,11,200,119.3,24.1,7,20,99,,9.6,8,0.303,20,0.45,9,55.6,35,0.632,12.4,11,46,0.609,28,0.656,21,"Quicken Loans Arena, Cleveland, Ohio",BALL-STATE,Ball State,83.0,Home,BOWLING-GREEN-STATE,Bowling Green State,Ball State,mac
