,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf
2018-11-06-19-boston-college,72.2,13,13.9,5,105.8,70.6,24,0.338,65,0.277,18,0.2,13,0.692,9,1,195,76.8,22.7,10,25,53,,1.4,1,0.415,27,0.296,8,43.6,34,0.372,10.2,8,38,0.263,10,0.0,0,"November 6, 2018",40.9,9,13.2,5,76.8,77.3,34,0.438,56,0.393,22,0.571,32,0.75,24,0,195,105.8,29.4,10,13,73,,2.9,2,0.357,20,0.25,5,56.4,44,0.513,10.2,8,36,0.472,17,1.0,1,"Silvio O. Conte Forum, Chestnut Hill, Massachusetts",MILWAUKEE,Milwaukee,71.0,Home,BOSTON-COLLEGE,Boston College,Milwaukee,horizon
2018-11-10-19-milwaukee,37.5,9,9.8,4,83.3,82.5,33,0.457,58,0.414,24,0.241,14,0.714,10,0,200,87.5,20.0,7,16,63,,4.2,3,0.31,18,0.278,5,53.3,40,0.487,17.9,14,40,0.475,19,1.0,2,"November 10, 2018",45.5,10,5.0,2,87.5,80.0,28,0.388,67,0.328,22,0.149,10,0.8,8,2,200,83.3,17.5,7,19,60,,8.3,6,0.388,26,0.308,8,46.7,35,0.418,10.1,8,41,0.341,14,0.0,0,"UW-Milwaukee Panther Arena, Milwaukee, Wisconsin",MILWAUKEE,Milwaukee,72.2,Away,NORTH-DAKOTA,North Dakota,Milwaukee,horizon
2018-11-13-19-florida-international,37.5,12,15.8,6,97.7,73.3,33,0.5,70,0.457,32,0.3,21,0.619,13,3,200,94.3,30.8,12,23,83,,10.2,9,0.257,18,0.333,6,53.6,45,0.519,20.9,21,52,0.5,26,0.0,0,"November 13, 2018",55.2,16,11.5,6,94.3,69.2,27,0.466,73,0.397,29,0.37,27,0.667,18,0,200,97.7,26.7,12,18,86,,11.4,10,0.479,35,0.286,10,46.4,39,0.501,13.3,13,38,0.5,19,1.0,3,"FIU Arena, Miami, Florida",MILWAUKEE,Milwaukee,87.9,Home,FLORIDA-INTERNATIONAL,Florida International,Milwaukee,horizon
2018-11-16-19-cincinnati,44.0,11,0.0,0,115.6,60.0,18,0.527,56,0.446,25,0.125,7,0.571,4,4,200,98.4,17.2,5,19,63,,3.1,2,0.411,23,0.391,9,39.0,23,0.531,15.7,11,33,0.485,16,0.0,0,"November 16, 2018",55.2,16,9.1,3,98.4,82.8,24,0.534,58,0.5,29,0.345,20,0.6,12,1,200,115.6,40.0,12,7,74,,10.9,7,0.328,19,0.211,4,61.0,36,0.548,10.7,8,39,0.641,25,0.667,2,"Fifth Third Arena, Cincinnati, Ohio",MILWAUKEE,Milwaukee,64.4,Home,CINCINNATI,Cincinnati,Milwaukee,horizon
2018-11-20-20-milwaukee,38.5,10,16.3,7,116.5,73.0,27,0.432,66,0.394,26,0.591,39,0.769,30,2,225,110.1,35.6,16,27,87,,6.3,5,0.5,33,0.152,5,52.4,43,0.515,7.8,7,33,0.636,21,0.6,3,"November 20, 2018",29.6,8,12.1,4,110.1,64.4,29,0.476,62,0.435,27,0.661,41,0.805,33,4,225,116.5,27.0,10,26,92,,3.8,3,0.306,19,0.263,5,47.6,39,0.565,11.1,10,43,0.512,22,0.2,1,"UW-Milwaukee Panther Arena, Milwaukee, Wisconsin",LONG-ISLAND-UNIVERSITY,LIU,69.8,Home,MILWAUKEE,Milwaukee,Milwaukee,horizon
2018-11-23-20-milwaukee,52.2,12,6.3,2,119.7,80.0,16,0.475,59,0.39,23,0.288,17,0.824,14,4,200,106.1,21.2,7,9,70,,10.6,7,0.508,30,0.333,10,43.4,23,0.522,10.7,8,29,0.448,13,0.333,2,"November 23, 2018",61.3,19,13.8,4,106.1,78.8,26,0.698,53,0.585,31,0.132,7,0.714,5,4,200,119.7,20.0,4,14,79,,1.5,1,0.396,21,0.571,12,56.6,30,0.701,17.6,12,32,0.594,19,0.333,2,"UW-Milwaukee Panther Arena, Milwaukee, Wisconsin",ALBANY-NY,Albany (NY),66.2,Home,MILWAUKEE,Milwaukee,Milwaukee,horizon
2018-11-30-05-buffalo,17.9,5,2.7,1,124.7,72.2,26,0.449,69,0.406,28,0.261,18,0.833,15,5,200,100.0,21.6,8,16,77,,2.6,2,0.406,28,0.214,6,46.6,34,0.496,10.5,9,41,0.537,22,0.286,2,"November 30, 2018",57.1,20,17.1,7,100.0,78.4,29,0.6,70,0.5,35,0.229,16,0.75,12,0,200,124.7,27.8,10,19,96,21,5.2,4,0.471,33,0.424,14,53.4,39,0.619,8.3,7,37,0.568,21,1.0,6,"SSE Arena, Belfast",MILWAUKEE,Milwaukee,76.6,Home,BUFFALO,Buffalo,Milwaukee,horizon
2018-12-01-08-stephen-f-austin,57.9,11,6.3,2,95.7,74.2,23,0.362,58,0.328,19,0.31,18,0.5,9,6,200,73.9,30.0,12,16,51,,7.2,5,0.466,27,0.148,4,49.3,35,0.383,18.5,15,31,0.484,15,0.25,2,"December 1, 2018",52.2,12,19.4,6,73.9,70.0,28,0.483,58,0.397,23,0.224,13,0.769,10,2,200,95.7,25.8,8,18,66,,7.2,5,0.448,26,0.385,10,50.7,36,0.514,16.9,13,32,0.406,13,0.714,5,"SSE Arena, Belfast",MILWAUKEE,Milwaukee,69.4,Home,STEPHEN-F-AUSTIN,Stephen F. Austin,Milwaukee,horizon
2018-12-06-20-milwaukee,64.0,16,6.7,2,84.7,76.5,26,0.526,57,0.439,25,0.404,23,0.652,15,1,200,104.2,22.2,8,18,75,,9.7,7,0.526,30,0.333,10,48.6,34,0.552,14.1,11,27,0.556,15,0.857,6,"December 6, 2018",33.3,6,11.1,3,104.2,77.8,28,0.377,53,0.34,18,0.453,24,0.875,21,7,200,84.7,23.5,8,20,61,,9.7,7,0.434,23,0.174,4,51.4,36,0.474,20.1,16,30,0.467,14,0.222,2,"UW-Milwaukee Panther Arena, Milwaukee, Wisconsin",MILWAUKEE,Milwaukee,71.7,Away,DRAKE,Drake,Milwaukee,horizon
2018-12-09-16-north-dakota,33.3,8,5.7,2,115.3,77.8,21,0.418,67,0.358,24,0.269,18,0.889,16,8,200,100.0,24.4,11,22,72,,8.3,6,0.328,22,0.364,8,44.4,32,0.477,9.6,8,45,0.356,16,0.2,2,"December 9, 2018",44.4,12,2.2,1,100.0,75.6,34,0.6,50,0.54,27,0.62,31,0.742,23,5,200,115.3,22.2,6,17,83,,8.3,6,0.3,15,0.4,6,55.6,40,0.641,17.0,13,35,0.6,21,0.5,5,"Betty Engelstad Sioux Center , Grand Forks, North Dakota",MILWAUKEE,Milwaukee,72.1,Home,NORTH-DAKOTA,North Dakota,Milwaukee,horizon
