,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf
2018-12-15-22-portland,81.8,18,4.2,1,78.4,91.7,33,0.457,58,0.379,22,0.379,22,0.773,17,6,200,94.6,25.7,9,22,70,,8.1,6,0.414,24,0.375,9,59.2,42,0.511,17.1,14,34,0.382,13,0.455,5,"December 15, 2018",72.2,13,8.8,3,94.6,74.3,26,0.392,51,0.353,18,0.529,27,0.667,18,6,200,78.4,8.3,3,20,58,,6.8,5,0.529,27,0.148,4,40.8,29,0.454,17.1,13,24,0.583,14,0.5,6,"Chiles Center, Portland, Oregon",PORTLAND,Portland,73.6,Away,GRAMBLING,Grambling,Grambling,swac
2018-12-19-19-grambling,45.5,10,2.4,1,98.6,78.6,22,0.471,52,0.423,22,0.519,27,0.704,19,7,200,97.1,43.3,13,18,68,,8.6,6,0.308,16,0.313,5,60.3,35,0.524,20.0,16,36,0.472,17,0.364,4,"December 19, 2018",45.5,10,11.1,4,97.1,56.7,17,0.48,51,0.431,22,0.49,25,0.8,20,6,200,98.6,21.4,6,19,69,,8.6,6,0.196,10,0.5,5,39.7,23,0.549,20.5,16,41,0.415,17,0.5,6,"Assembly Center, Grambling, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,70.4,Home,GRAMBLING,Grambling,Grambling,swac
2018-12-22-12-wisconsin,52.6,10,5.6,2,120.0,71.4,20,0.46,50,0.38,19,0.3,15,0.467,7,7,200,75.7,15.6,5,21,53,,5.7,4,0.34,17,0.471,8,41.7,25,0.464,22.0,16,33,0.333,11,0.462,6,"December 22, 2018",60.7,17,12.1,4,75.7,84.4,27,0.561,57,0.491,28,0.456,26,0.769,20,2,200,120.0,28.6,8,16,84,16,11.4,8,0.368,21,0.381,8,58.3,35,0.606,12.7,10,36,0.556,20,0.833,10,"Kohl Center, Madison, Wisconsin",GRAMBLING,Grambling,69.7,Home,WISCONSIN,Wisconsin,Grambling,swac
2019-01-05-18-alabama-state,38.9,7,10.5,4,100.0,65.8,25,0.366,56,0.321,18,0.339,19,0.632,12,8,200,71.6,12.8,5,15,53,,8.1,6,0.304,17,0.294,5,39.0,30,0.408,18.9,15,39,0.333,13,0.429,6,"January 5, 2019",48.1,13,12.8,5,71.6,87.2,34,0.516,63,0.429,27,0.254,16,0.563,9,9,200,100.0,34.2,13,18,74,,5.4,4,0.397,25,0.44,11,61.0,47,0.524,17.6,15,38,0.421,16,0.25,3,,GRAMBLING,Grambling,73.8,Home,ALABAMA-STATE,Alabama State,Grambling,swac
2019-01-07-20-alabama-am,50.0,8,12.5,4,87.8,85.7,24,0.352,54,0.296,16,0.63,34,0.647,22,9,225,81.1,26.7,12,23,60,,6.8,5,0.444,24,0.25,6,49.3,36,0.428,16.9,14,30,0.333,10,0.4,6,"January 7, 2019",66.7,14,6.7,2,81.1,73.3,33,0.5,48,0.438,21,0.583,28,0.607,17,14,225,87.8,14.3,4,24,65,,6.8,5,0.333,16,0.375,6,50.7,37,0.53,23.0,18,32,0.469,15,0.125,2,"Elmore Health Science Building , Normal, Alabama",GRAMBLING,Grambling,65.5,Home,ALABAMA-AM,Alabama A&M,Grambling,swac
2019-01-12-18-grambling,39.1,9,5.9,2,98.6,65.2,15,0.491,53,0.434,23,0.283,15,0.733,11,15,200,90.0,25.8,8,24,63,,10.0,7,0.245,13,0.462,6,42.6,23,0.524,23.2,18,40,0.425,17,0.062,1,"January 12, 2019",50.0,12,7.5,3,90.0,74.2,23,0.561,49,0.49,24,0.449,22,0.636,14,9,200,98.6,34.8,8,16,69,,8.6,6,0.306,15,0.467,7,57.4,31,0.58,23.5,18,34,0.5,17,0.438,7,"Assembly Center, Grambling, Louisiana",SOUTHERN,Southern,69.8,Home,GRAMBLING,Grambling,Grambling,swac
2019-01-14-20-grambling,41.2,7,15.6,5,105.5,64.0,16,0.287,68,0.25,17,0.059,4,0.75,3,12,200,57.5,25.0,12,12,42,,13.7,10,0.309,21,0.238,5,38.4,28,0.3,17.7,15,47,0.255,12,0.25,4,"January 14, 2019",74.1,20,10.6,5,57.5,75.0,36,0.593,54,0.5,27,0.278,15,0.867,13,9,200,105.5,36.0,9,12,77,,13.7,10,0.407,22,0.455,10,61.6,45,0.63,25.7,21,32,0.531,17,0.471,8,"Assembly Center, Grambling, Louisiana",ALCORN-STATE,Alcorn State,73.0,Home,GRAMBLING,Grambling,Grambling,swac
2019-01-19-20-texas-southern,53.8,14,12.2,6,97.8,71.4,35,0.461,64,0.406,26,0.641,41,0.707,29,9,225,98.9,31.0,13,21,88,,6.7,6,0.281,18,0.389,7,52.7,48,0.527,18.0,18,46,0.413,19,0.5,9,"January 19, 2019",66.7,20,2.2,1,98.9,69.0,29,0.442,78,0.385,30,0.372,29,0.621,18,10,225,97.8,28.6,14,28,87,,12.4,11,0.372,29,0.31,9,47.3,43,0.474,11.7,12,49,0.429,21,0.412,7,"Health & Physical Education Arena, Houston, Texas",TEXAS-SOUTHERN,Texas Southern,79.2,Away,GRAMBLING,Grambling,Grambling,swac
2019-01-21-19-prairie-view,54.5,12,12.8,5,109.2,69.7,23,0.603,39,0.564,22,0.769,30,0.633,19,10,200,86.8,15.0,3,28,66,,6.6,5,0.333,13,0.231,3,49.1,26,0.62,33.2,26,26,0.731,19,0.474,9,"January 21, 2019",61.5,16,7.7,2,86.8,85.0,17,0.5,58,0.448,26,0.672,39,0.641,25,11,200,109.2,30.3,10,24,83,,13.2,10,0.328,19,0.316,6,50.9,27,0.542,11.7,10,39,0.513,20,0.389,7,"William J. Nicks Building, Prairie View, Texas",GRAMBLING,Grambling,76.4,Home,PRAIRIE-VIEW,Prairie View,Grambling,swac
2019-01-26-18-grambling,44.0,11,7.1,2,92.6,82.1,23,0.442,60,0.417,25,0.317,19,0.632,12,13,200,95.6,48.6,17,16,65,,14.7,10,0.283,17,0.176,3,63.5,40,0.471,19.0,16,43,0.512,22,0.35,7,"January 26, 2019",50.0,10,18.6,8,95.6,51.4,18,0.548,42,0.476,20,0.619,26,0.654,17,11,200,92.6,17.9,5,18,63,,10.3,7,0.333,14,0.429,6,36.5,23,0.58,25.2,18,28,0.5,14,0.45,9,"Assembly Center, Grambling, Louisiana",GRAMBLING,Grambling,67.7,Away,JACKSON-STATE,Jackson State,Grambling,swac
2019-02-02-18-grambling,37.5,6,17.1,6,119.7,58.6,17,0.391,46,0.348,16,0.674,31,0.613,19,14,200,83.3,25.0,8,18,55,,6.1,4,0.326,15,0.267,4,41.0,25,0.453,19.0,14,31,0.387,12,0.333,7,"February 2, 2019",60.7,17,22.6,7,83.3,75.0,24,0.609,55,0.509,28,0.418,23,0.522,12,11,200,119.7,41.4,12,23,79,,16.7,11,0.364,20,0.55,11,59.0,36,0.599,14.5,11,35,0.486,17,0.476,10,"Assembly Center, Grambling, Louisiana",ARKANSAS-PINE-BLUFF,Arkansas-Pine Bluff,65.8,Home,GRAMBLING,Grambling,Grambling,swac
2019-02-04-21-grambling,44.4,8,9.8,4,102.6,69.0,20,0.356,59,0.305,18,0.407,24,0.625,15,20,200,74.0,15.9,7,17,57,,10.4,8,0.339,20,0.3,6,37.0,27,0.405,16.8,14,39,0.308,12,0.13,3,"February 4, 2019",46.4,13,12.8,5,74.0,84.1,37,0.542,60,0.467,28,0.3,18,0.778,14,11,200,102.6,31.0,9,21,79,,9.1,7,0.317,19,0.474,9,63.0,46,0.576,20.0,17,41,0.463,19,0.5,11,"Assembly Center, Grambling, Louisiana",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,77.0,Home,GRAMBLING,Grambling,Grambling,swac
2019-02-09-18-southern,35.0,7,7.1,3,62.5,78.4,29,0.438,48,0.417,20,0.521,25,0.68,17,11,200,92.2,33.3,8,13,59,,6.3,4,0.188,9,0.222,2,60.7,37,0.493,18.1,13,39,0.462,18,0.522,12,"February 9, 2019",50.0,9,17.9,7,92.2,66.7,16,0.327,55,0.327,18,0.164,9,0.444,4,20,200,62.5,21.6,8,20,40,,7.8,5,0.236,13,0.0,0,39.3,24,0.337,15.7,11,42,0.429,18,0.13,3,"F. G. Clark Activity Center, Baton Rouge, Louisiana",SOUTHERN,Southern,63.6,Away,GRAMBLING,Grambling,Grambling,swac
2019-02-11-20-alcorn-state,42.9,9,10.0,4,77.9,67.5,27,0.479,48,0.438,21,0.479,23,0.826,19,11,200,95.6,20.8,5,14,65,,13.2,9,0.25,12,0.333,4,50.0,32,0.552,18.3,13,36,0.472,17,0.542,13,"February 11, 2019",85.0,17,11.1,4,95.6,79.2,19,0.367,60,0.333,20,0.267,16,0.563,9,15,200,77.9,32.5,13,16,53,,5.9,4,0.333,20,0.2,4,50.0,32,0.392,17.3,14,40,0.4,16,0.348,8,"Davey L. Whitney Complex, Alcorn State, Mississippi",ALCORN-STATE,Alcorn State,67.8,Away,GRAMBLING,Grambling,Grambling,swac
2019-02-16-18-grambling,42.9,12,2.6,1,103.7,75.0,27,0.439,74,0.378,28,0.405,30,0.7,21,11,200,104.9,34.7,17,20,86,,14.6,12,0.378,28,0.321,9,51.8,44,0.487,13.0,13,46,0.413,19,0.542,13,"February 16, 2019",55.2,16,17.4,8,104.9,65.3,32,0.578,58,0.5,29,0.466,27,0.667,18,12,200,103.7,25.0,9,19,85,,9.8,8,0.328,19,0.474,9,48.2,41,0.6,19.6,17,39,0.513,20,0.52,13,"Assembly Center, Grambling, Louisiana",GRAMBLING,Grambling,81.5,Away,TEXAS-SOUTHERN,Texas Southern,Grambling,swac
2019-02-18-20-grambling,60.7,17,10.3,3,97.8,68.8,22,0.433,75,0.373,28,0.453,34,0.794,27,12,200,103.4,25.0,11,30,92,,11.2,10,0.453,34,0.265,9,43.4,33,0.505,10.0,10,41,0.463,19,0.52,13,"February 18, 2019",48.0,12,14.6,6,103.4,75.0,33,0.557,53,0.472,25,0.811,43,0.651,28,13,200,97.8,31.3,10,30,87,,4.5,4,0.453,24,0.375,9,56.6,43,0.592,25.0,24,29,0.552,16,0.5,13,"Assembly Center, Grambling, Louisiana",GRAMBLING,Grambling,88.8,Away,PRAIRIE-VIEW,Prairie View,Grambling,swac
2019-02-23-18-jackson-state,57.9,11,5.9,2,109.2,71.0,22,0.458,48,0.396,19,0.375,18,0.889,16,14,200,92.3,22.2,6,25,60,,10.8,7,0.333,16,0.375,6,48.3,28,0.531,20.0,14,32,0.406,13,0.481,13,"February 23, 2019",62.5,15,15.6,5,92.3,77.8,21,0.589,45,0.533,24,0.778,35,0.514,18,17,200,109.2,29.0,9,19,71,,9.2,6,0.244,11,0.455,5,51.7,30,0.576,16.6,12,34,0.559,19,0.37,10,"Lee E. Williams Athletics and Assembly Center, Jackson, Mississippi",GRAMBLING,Grambling,64.6,Home,JACKSON-STATE,Jackson State,Grambling,swac
2019-03-02-20-arkansas-pine-bluff,71.4,15,11.1,3,104.5,66.7,20,0.444,54,0.389,21,0.463,25,0.72,18,15,200,98.5,26.7,8,19,66,,6.0,4,0.333,18,0.333,6,46.7,28,0.501,12.2,9,36,0.417,15,0.464,13,"March 2, 2019",75.0,18,22.2,8,98.5,73.3,22,0.538,53,0.453,24,0.415,22,0.591,13,17,200,104.5,33.3,10,19,70,,6.0,4,0.491,26,0.346,9,53.3,32,0.552,17.2,13,27,0.556,15,0.414,12,"H.O. Clemmons Arena, Pine Bluff, Arkansas",GRAMBLING,Grambling,66.7,Home,ARKANSAS-PINE-BLUFF,Arkansas-Pine Bluff,Grambling,swac
2019-03-04-20-mississippi-valley-state,50.0,14,6.7,3,100.0,73.2,30,0.588,57,0.491,28,0.281,16,0.625,10,15,200,102.7,15.6,5,23,77,,0.0,0,0.421,24,0.458,11,47.9,35,0.596,17.9,14,33,0.515,17,0.483,14,"March 4, 2019",58.3,14,6.1,2,102.7,84.4,27,0.422,64,0.375,24,0.406,26,0.808,21,25,200,100.0,26.8,11,20,75,,12.0,9,0.297,19,0.316,6,52.1,38,0.491,12.7,11,45,0.4,18,0.194,6,"Harrison HPER Complex, Itta Bena, Mississippi",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,75.0,Away,GRAMBLING,Grambling,Grambling,swac
2019-03-07-20-grambling,27.3,6,2.9,1,132.9,72.2,13,0.414,58,0.379,22,0.362,21,0.857,18,17,200,94.3,21.9,7,11,66,,8.6,6,0.414,24,0.167,4,40.0,20,0.485,15.1,12,34,0.529,18,0.393,11,"March 7, 2019",31.4,11,8.8,3,94.3,78.1,25,0.779,52,0.673,35,0.25,13,0.923,12,15,200,132.9,27.8,5,19,93,,12.9,9,0.346,18,0.611,11,60.0,30,0.799,19.5,14,34,0.706,24,0.5,15,"Assembly Center, Grambling, Louisiana",ALABAMA-STATE,Alabama State,70.1,Home,GRAMBLING,Grambling,Grambling,swac
2019-03-09-18-grambling,47.8,11,0.0,0,104.8,59.4,19,0.373,67,0.343,23,0.134,9,0.889,8,27,200,92.1,35.9,14,16,58,,9.5,6,0.254,17,0.235,4,46.5,33,0.407,10.1,8,50,0.38,19,0.156,5,"March 9, 2019",25.0,6,8.0,4,92.1,64.1,25,0.491,54,0.444,24,0.315,17,0.765,13,15,200,104.8,40.6,13,9,66,,1.6,1,0.222,12,0.417,5,53.5,38,0.532,16.3,12,42,0.452,19,0.516,16,"Assembly Center, Grambling, Louisiana",ALABAMA-AM,Alabama A&M,63.2,Home,GRAMBLING,Grambling,Grambling,swac
2019-03-12-20-grambling,33.3,6,8.7,2,89.4,87.5,21,0.38,54,0.333,18,0.37,20,0.55,11,19,200,78.8,16.7,6,22,52,,9.1,6,0.37,20,0.25,5,45.0,27,0.409,13.7,10,34,0.382,13,0.406,13,"March 12, 2019",33.3,5,14.7,5,78.8,83.3,30,0.459,37,0.405,15,0.946,35,0.714,25,15,200,89.4,12.5,3,16,59,,3.0,2,0.378,14,0.286,4,55.0,33,0.55,19.9,13,23,0.478,11,0.531,17,"Assembly Center, Grambling, Louisiana",ARKANSAS-PINE-BLUFF,Arkansas-Pine Bluff,65.6,Home,GRAMBLING,Grambling,Grambling,swac
2019-03-15-15-prairie-view,56.5,13,12.5,4,103.8,75.8,25,0.442,60,0.383,23,0.367,22,0.818,18,16,200,91.0,20.0,7,32,71,,6.4,5,0.317,19,0.368,7,47.1,32,0.504,19.6,17,41,0.39,16,0.515,17,"March 15, 2019",31.6,6,0.0,0,91.0,80.0,28,0.449,49,0.388,19,0.939,46,0.804,37,12,200,103.8,24.2,8,22,81,,7.7,6,0.347,17,0.353,6,52.9,36,0.572,14.8,12,32,0.406,13,0.636,21,"Bill Harris Arena, Birmingham, Alabama",GRAMBLING,Grambling,77.7,Home,PRAIRIE-VIEW,Prairie View,Grambling,swac
2019-03-20-20-texas-pan-american,71.0,22,5.4,2,105.7,81.8,27,0.627,55,0.564,31,0.091,5,0.8,4,17,200,104.3,5.3,1,17,73,,5.7,4,0.218,12,0.583,7,53.8,28,0.636,20.8,15,43,0.558,24,0.5,17,"March 20, 2019",63.0,17,11.6,5,104.3,94.7,18,0.534,59,0.458,27,0.271,16,0.688,11,16,200,105.7,18.2,6,10,74,,8.6,6,0.373,22,0.409,9,46.2,24,0.556,10.8,8,37,0.486,18,0.556,20,"UTRGV Fieldhouse, Edinburg, Texas",GRAMBLING,Grambling,70.0,Home,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Grambling,swac
