,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf
2019-12-14-20-pepperdine,73.1,19,11.6,5,115.0,71.4,25,0.477,66,0.394,26,0.303,20,0.8,16,9,199,98.8,25.0,10,29,79,,5.0,4,0.485,32,0.344,11,46.7,35,0.523,15.8,14,34,0.441,15,0.1,1,"December 14, 2019",63.3,19,23.5,8,98.8,75.0,30,0.507,67,0.448,30,0.403,27,0.889,24,6,199,115.0,28.6,10,20,92,,7.5,6,0.358,24,0.333,8,53.3,40,0.576,12.2,11,43,0.512,22,0.455,5,"Firestone Fieldhouse, Malibu, California",CENTRAL-ARKANSAS,Central Arkansas,80.6,Home,PEPPERDINE,Pepperdine,Pepperdine,wcc
2019-12-17-22-pepperdine,65.2,15,11.8,6,102.7,62.5,25,0.483,60,0.383,23,0.317,19,0.684,13,6,200,94.7,36.4,12,25,71,,12.0,9,0.433,26,0.462,12,50.7,37,0.514,19.0,16,34,0.324,11,0.455,5,"December 17, 2019",46.4,13,8.8,3,94.7,63.6,21,0.455,67,0.418,28,0.328,22,0.727,16,6,200,102.7,37.5,15,17,77,,13.3,10,0.239,16,0.313,5,49.3,36,0.497,15.4,14,51,0.451,23,0.5,6,"Firestone Fieldhouse, Malibu, California",PORTLAND-STATE,Portland State,74.7,Home,PEPPERDINE,Pepperdine,Pepperdine,wcc
2019-12-21-16-pepperdine,57.7,15,3.8,1,110.3,82.6,19,0.544,57,0.456,26,0.228,13,0.846,11,3,200,107.4,25.0,6,20,73,,13.2,9,0.386,22,0.455,10,53.2,25,0.578,16.1,12,35,0.457,16,0.667,6,"December 21, 2019",52.0,13,14.3,5,107.4,75.0,18,0.59,50,0.5,25,0.36,18,0.889,16,6,200,110.3,17.4,4,11,75,,8.8,6,0.48,24,0.375,9,46.8,22,0.64,17.2,12,26,0.615,16,0.538,7,"Firestone Fieldhouse, Malibu, California",NORTHERN-ARIZONA,Northern Arizona,67.9,Home,PEPPERDINE,Pepperdine,Pepperdine,wcc
2019-12-28-21-san-jose-state,75.0,18,11.8,4,110.7,75.8,25,0.431,65,0.369,24,0.231,15,0.8,12,7,200,90.7,18.9,7,19,68,,2.7,2,0.385,25,0.32,8,45.7,32,0.471,15.4,13,40,0.4,16,0.5,7,"December 28, 2019",65.5,19,10.0,4,90.7,81.1,30,0.522,68,0.426,29,0.235,16,0.75,12,10,200,110.7,24.2,8,17,83,,10.7,8,0.5,34,0.382,13,54.3,38,0.549,6.2,5,34,0.471,16,0.286,4,"San Jose State Event Center, San Jose, California",PEPPERDINE,Pepperdine,75.4,Home,SAN-JOSE-STATE,San Jose State,Pepperdine,wcc
2020-01-02-22-pepperdine,65.0,13,29.6,8,80.0,80.6,29,0.489,47,0.426,20,0.383,18,0.722,13,4,200,84.3,8.0,2,21,59,,5.7,4,0.34,16,0.375,6,50.8,31,0.531,22.6,16,31,0.452,14,0.765,13,"January 2, 2020",73.3,11,9.7,3,84.3,92.0,23,0.321,56,0.268,15,0.429,24,0.833,20,8,200,80.0,19.4,7,15,56,,11.4,8,0.518,29,0.207,6,49.2,30,0.415,14.2,11,27,0.333,9,0.467,7,"Firestone Fieldhouse, Malibu, California",PEPPERDINE,Pepperdine,70.5,Away,PACIFIC,Pacific,Pepperdine,wcc
2020-01-04-22-gonzaga,50.0,14,7.7,3,97.4,79.3,23,0.492,64,0.438,28,0.141,9,0.778,7,9,200,90.9,17.6,6,17,70,,9.1,7,0.313,20,0.35,7,46.0,29,0.513,18.1,15,44,0.477,21,0.438,7,"January 4, 2020",64.3,18,6.8,3,90.9,82.4,28,0.535,57,0.491,28,0.368,21,0.667,14,1,200,97.4,20.7,6,13,75,1,14.3,11,0.316,18,0.278,5,54.0,34,0.56,19.5,16,39,0.59,23,0.941,16,"McCarthey Athletic Center, Spokane, Washington",PEPPERDINE,Pepperdine,77.1,Home,GONZAGA,Gonzaga,Pepperdine,wcc
2020-01-11-22-san-diego,72.0,18,4.5,2,104.0,71.4,25,0.575,53,0.472,25,0.604,32,0.75,24,9,200,113.3,13.8,4,21,85,,4.0,3,0.377,20,0.55,11,45.3,29,0.623,13.0,10,33,0.424,14,0.471,8,"January 11, 2020",55.6,15,6.1,2,113.3,86.2,25,0.477,64,0.422,27,0.344,22,0.773,17,12,200,104.0,28.6,10,22,78,,4.0,3,0.313,20,0.35,7,54.7,35,0.524,13.0,11,44,0.455,20,0.368,7,"Jenny Craig Pavillion, San Diego, California",SAN-DIEGO,San Diego,74.8,Away,PEPPERDINE,Pepperdine,Pepperdine,wcc
2020-01-16-21-pepperdine,56.0,14,12.5,3,108.7,77.3,17,0.459,61,0.41,25,0.246,15,0.733,11,11,200,97.1,29.7,11,22,67,,10.1,7,0.361,22,0.273,6,47.5,28,0.492,14.0,11,39,0.487,19,0.389,7,"January 16, 2020",59.1,13,7.7,3,97.1,70.3,26,0.585,47,0.468,22,0.511,24,0.833,20,9,200,108.7,22.7,5,17,75,,8.7,6,0.489,23,0.478,11,52.5,31,0.642,22.8,17,24,0.458,11,0.5,9,"Firestone Fieldhouse, Malibu, California",LOYOLA-MARYMOUNT,Loyola Marymount,69.3,Home,PEPPERDINE,Pepperdine,Pepperdine,wcc
2020-01-18-16-pepperdine,37.9,11,5.6,2,107.8,76.7,23,0.598,56,0.518,29,0.286,16,0.688,11,4,200,121.9,23.1,6,20,78,,4.7,3,0.304,17,0.529,9,51.8,29,0.613,10.0,7,39,0.513,20,0.8,16,"January 18, 2020",42.3,11,12.8,5,121.9,76.9,20,0.5,56,0.464,26,0.304,17,0.765,13,10,200,107.8,23.3,7,16,69,,1.6,1,0.357,20,0.2,4,48.2,27,0.538,9.9,7,36,0.611,22,0.474,9,"Firestone Fieldhouse, Malibu, California",PEPPERDINE,Pepperdine,64.3,Away,SAINT-MARYS-CA,Saint Mary's,Pepperdine,wcc
2020-01-23-22-santa-clara,63.3,19,14.3,6,104.9,72.5,29,0.514,69,0.435,30,0.391,27,0.704,19,10,225,109.8,28.6,12,17,90,,7.3,6,0.348,24,0.458,11,50.0,41,0.55,11.0,10,45,0.422,19,0.5,10,"January 23, 2020",66.7,22,8.9,4,109.8,71.4,30,0.514,73,0.452,33,0.219,16,0.688,11,5,225,104.9,27.5,11,24,86,,7.3,6,0.425,31,0.29,9,50.0,41,0.533,15.8,15,42,0.571,24,0.762,16,"Leavey Center, Santa Clara, California",SANTA-CLARA,Santa Clara,73.1,Away,PEPPERDINE,Pepperdine,Pepperdine,wcc
2020-01-25-20-pepperdine,66.7,18,5.9,2,105.3,70.0,28,0.517,59,0.458,27,0.203,12,0.667,8,13,200,90.8,9.1,3,17,69,,5.3,4,0.407,24,0.292,7,42.5,31,0.533,18.9,15,35,0.571,20,0.409,9,"January 25, 2020",72.4,21,11.4,4,90.8,90.9,30,0.507,70,0.414,29,0.229,16,0.563,9,10,200,105.3,30.0,12,19,80,,13.2,10,0.514,36,0.361,13,57.5,42,0.515,11.5,10,34,0.471,16,0.524,11,"Firestone Fieldhouse, Malibu, California",PORTLAND,Portland,76.2,Home,PEPPERDINE,Pepperdine,Pepperdine,wcc
2020-01-30-20-brigham-young,53.6,15,5.1,2,139.0,76.9,20,0.544,57,0.491,28,0.439,25,0.72,18,11,200,103.9,18.2,6,15,80,,11.7,9,0.281,16,0.375,6,44.1,26,0.581,16.0,13,41,0.537,22,0.5,11,"January 30, 2020",68.3,28,4.9,2,103.9,81.8,27,0.739,67,0.612,41,0.164,11,0.727,8,7,200,139.0,23.1,6,20,107,,6.5,5,0.418,28,0.607,17,55.9,33,0.741,13.3,11,39,0.615,24,0.696,16,"Marriott Center, Provo, Utah",PEPPERDINE,Pepperdine,76.6,Home,BRIGHAM-YOUNG,BYU,Pepperdine,wcc
2020-02-01-18-loyola-marymount,60.9,14,5.9,2,97.1,77.3,17,0.481,53,0.434,23,0.472,25,0.68,17,11,225,98.6,20.6,7,18,68,,11.6,8,0.377,20,0.25,5,42.9,24,0.524,13.5,10,33,0.545,18,0.522,12,"February 1, 2020",64.0,16,0.0,0,98.6,79.4,27,0.552,48,0.521,25,0.396,19,0.737,14,15,225,97.1,22.7,5,21,67,,8.7,6,0.292,14,0.214,3,57.1,32,0.587,24.2,18,34,0.647,22,0.348,8,"Albert Gersten Pavilion, Los Angeles, California",LOYOLA-MARYMOUNT,Loyola Marymount,61.3,Away,PEPPERDINE,Pepperdine,Pepperdine,wcc
2020-02-06-22-pepperdine,63.0,17,0.0,0,123.0,66.7,20,0.533,60,0.45,27,0.367,22,0.591,13,7,200,104.1,21.2,7,23,77,,8.1,6,0.367,22,0.455,10,42.9,27,0.546,14.7,12,38,0.447,17,0.72,18,"February 6, 2020",70.0,21,13.2,5,104.1,78.8,26,0.575,60,0.5,30,0.417,25,0.88,22,11,200,123.0,33.3,10,17,91,,6.8,5,0.383,23,0.391,9,57.1,36,0.633,12.3,10,37,0.568,21,0.542,13,"Firestone Fieldhouse, Malibu, California",SANTA-CLARA,Santa Clara,73.7,Home,PEPPERDINE,Pepperdine,Pepperdine,wcc
2020-02-08-22-pacific,25.0,7,7.9,3,117.9,68.8,22,0.525,59,0.475,28,0.39,23,0.696,16,12,200,116.4,24.2,8,19,78,,1.5,1,0.288,17,0.353,6,46.2,30,0.558,10.4,8,42,0.524,22,0.52,13,"February 8, 2020",48.1,13,11.9,5,116.4,75.8,25,0.543,58,0.466,27,0.362,21,0.762,16,8,200,117.9,31.3,10,20,79,,6.0,4,0.345,20,0.45,9,53.8,35,0.581,9.4,7,38,0.474,18,0.704,19,"A.G. Spanos Center, Stockton, California",PEPPERDINE,Pepperdine,67.5,Home,PACIFIC,Pacific,Pepperdine,wcc
2020-02-13-23-pepperdine,56.0,14,7.0,3,97.3,71.0,22,0.517,58,0.431,25,0.241,14,0.643,9,18,200,93.2,21.9,7,18,69,,9.5,7,0.466,27,0.37,10,46.0,29,0.534,21.9,18,31,0.484,15,0.333,9,"February 13, 2020",48.3,14,19.4,6,93.2,78.1,25,0.534,58,0.5,29,0.241,14,0.714,10,12,200,97.3,29.0,9,13,72,,13.5,10,0.259,15,0.267,4,54.0,34,0.557,20.0,16,43,0.581,25,0.538,14,"Firestone Fieldhouse, Malibu, California",SAN-DIEGO,San Diego,73.7,Home,PEPPERDINE,Pepperdine,Pepperdine,wcc
2020-02-15-22-pepperdine,64.5,20,4.3,2,97.5,87.5,28,0.556,63,0.492,31,0.429,27,0.704,19,1,200,112.7,27.3,9,13,89,2,7.6,6,0.27,17,0.471,8,56.9,37,0.587,13.8,12,46,0.5,23,0.963,26,"February 15, 2020",58.1,18,10.9,5,112.7,72.7,24,0.5,67,0.463,31,0.179,12,0.833,10,13,200,97.5,12.5,4,20,77,,11.4,9,0.299,20,0.25,5,43.1,28,0.53,12.2,10,47,0.553,26,0.519,14,"Firestone Fieldhouse, Malibu, California",PEPPERDINE,Pepperdine,78.8,Away,GONZAGA,Gonzaga,Pepperdine,wcc
2020-02-20-21-portland,55.6,10,9.4,3,80.8,82.9,29,0.386,57,0.316,18,0.526,30,0.733,22,13,200,90.4,39.5,15,19,66,,9.6,7,0.421,24,0.333,8,60.3,44,0.463,20.4,18,33,0.303,10,0.536,15,"February 20, 2020",50.0,10,21.2,7,90.4,60.5,23,0.409,55,0.364,20,0.291,16,0.875,14,19,200,80.8,17.1,6,26,59,,12.3,9,0.418,23,0.217,5,39.7,29,0.471,20.5,16,32,0.469,15,0.321,9,"Chiles Center, Portland, Oregon",PORTLAND,Portland,73.4,Away,PEPPERDINE,Pepperdine,Pepperdine,wcc
2020-02-22-18-san-francisco,45.8,11,15.4,6,85.1,66.7,28,0.432,66,0.364,24,0.091,6,0.667,4,14,225,82.4,19.5,8,13,61,,8.1,6,0.439,29,0.31,9,43.4,36,0.443,14.9,12,37,0.405,15,0.517,15,"February 22, 2020",50.0,11,0.0,0,82.4,80.5,33,0.397,68,0.324,22,0.176,12,0.75,9,11,225,85.1,33.3,14,15,63,,10.8,8,0.426,29,0.345,10,56.6,47,0.427,17.0,15,39,0.308,12,0.621,18,"War Memorial Gymnasium, San Francisco, California",PEPPERDINE,Pepperdine,65.6,Home,SAN-FRANCISCO,San Francisco,Pepperdine,wcc
2020-02-29-18-pepperdine,58.8,20,4.7,2,91.4,70.0,28,0.586,64,0.531,34,0.156,10,0.6,6,7,200,115.7,24.1,7,15,81,17,10.0,7,0.219,14,0.5,7,50.7,35,0.589,11.6,9,50,0.54,27,0.774,24,"February 29, 2020",76.9,20,10.0,5,115.7,75.9,22,0.447,66,0.394,26,0.152,10,0.5,5,15,200,91.4,30.0,12,13,64,,5.7,4,0.348,23,0.304,7,49.3,34,0.452,12.4,10,43,0.442,19,0.5,15,"Firestone Fieldhouse, Malibu, California",PEPPERDINE,Pepperdine,69.8,Away,BRIGHAM-YOUNG,BYU,Pepperdine,wcc
2020-03-06-23-pepperdine,38.1,8,2.6,1,109.1,68.8,22,0.412,57,0.368,21,0.596,34,0.765,26,13,200,94.8,14.6,6,27,73,,5.2,4,0.298,17,0.294,5,38.4,28,0.499,13.3,11,40,0.4,16,0.606,20,"March 6, 2020",40.7,11,12.5,5,94.8,85.4,35,0.5,61,0.443,27,0.459,28,0.821,23,15,200,109.1,31.3,10,24,84,,5.2,4,0.377,23,0.304,7,61.6,45,0.565,13.0,11,38,0.526,20,0.516,16,"Orleans Arena, Paradise, Nevada",SANTA-CLARA,Santa Clara,76.7,Home,PEPPERDINE,Pepperdine,Pepperdine,wcc
2020-03-07-23-saint-marys-ca,53.6,15,15.6,7,109.9,75.0,30,0.54,63,0.444,28,0.27,17,0.824,14,16,250,101.2,15.6,5,20,82,,4.9,4,0.397,25,0.48,12,48.6,35,0.577,18.5,16,38,0.421,16,0.5,16,"March 7, 2020",29.4,10,2.6,1,101.2,84.4,27,0.528,72,0.472,34,0.264,19,0.684,13,7,250,109.9,25.0,10,16,89,,11.1,9,0.375,27,0.296,8,51.4,37,0.549,9.1,8,45,0.578,26,0.781,25,"Orleans Arena, Paradise, Nevada",PEPPERDINE,Pepperdine,64.4,Home,SAINT-MARYS-CA,Saint Mary's,Pepperdine,wcc
