,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf
2019-12-21-18-auburn,42.1,8,11.1,3,105.7,63.3,19,0.377,53,0.358,19,0.283,15,0.733,11,8,200,72.9,25.0,8,21,51,,7.1,5,0.208,11,0.182,2,43.5,27,0.424,23.2,18,42,0.405,17,0.273,3,"December 21, 2019",65.2,15,16.7,7,72.9,75.0,24,0.473,55,0.418,23,0.509,28,0.786,22,0,200,105.7,36.7,11,16,74,12,11.4,8,0.509,28,0.214,6,56.5,35,0.542,16.2,13,27,0.63,17,1.0,11,"Auburn Arena, Auburn, Alabama",LEHIGH,Lehigh,70.2,Home,AUBURN,Auburn,Auburn,sec
2019-12-29-16-auburn,45.5,10,0.0,0,128.4,48.4,15,0.43,57,0.386,22,0.263,15,0.667,10,8,200,88.1,28.1,9,20,59,,9.0,6,0.368,21,0.238,5,38.1,24,0.46,17.0,13,36,0.472,17,0.385,5,"December 29, 2019",67.7,21,25.0,9,88.1,71.9,23,0.617,60,0.517,31,0.283,17,0.706,12,0,200,128.4,51.6,16,16,86,8,9.0,6,0.533,32,0.375,12,61.9,39,0.632,16.2,13,28,0.679,19,1.0,12,"Auburn Arena, Auburn, Alabama",LIPSCOMB,Lipscomb,66.6,Home,AUBURN,Auburn,Auburn,sec
2020-01-04-16-mississippi-state,33.3,9,10.9,6,87.2,61.9,26,0.454,65,0.415,27,0.462,30,0.7,21,0,200,102.6,28.2,11,20,80,8,12.8,10,0.338,22,0.227,5,45.7,37,0.505,12.3,11,43,0.512,22,1.0,13,"January 4, 2020",26.1,6,27.9,12,102.6,71.8,28,0.36,68,0.338,23,0.338,23,0.826,19,4,200,87.2,38.1,16,22,68,,7.7,6,0.191,13,0.231,3,54.3,44,0.431,15.2,14,55,0.364,20,0.692,9,"Humphrey Coliseum, Starkville, Mississippi",MISSISSIPPI-STATE,Mississippi State,78.1,Away,AUBURN,Auburn,Auburn,sec
2020-01-08-21-auburn,38.5,10,10.8,4,118.6,68.8,22,0.596,52,0.5,26,0.481,25,0.68,17,6,200,112.9,17.2,5,28,79,,7.1,5,0.327,17,0.588,10,44.3,27,0.618,12.5,9,35,0.457,16,0.571,8,"January 8, 2020",40.0,10,11.4,4,112.9,82.8,24,0.482,57,0.439,25,0.667,38,0.737,28,0,200,118.6,31.3,10,21,83,5,2.9,2,0.351,20,0.25,5,55.7,34,0.553,9.8,8,37,0.541,20,1.0,14,"Auburn Arena, Auburn, Alabama",VANDERBILT,Vanderbilt,70.5,Home,AUBURN,Auburn,Auburn,sec
2020-01-11-12-auburn,47.4,9,7.9,3,117.1,66.7,20,0.43,50,0.38,19,0.66,33,0.515,17,5,200,85.7,26.3,10,20,60,,10.0,7,0.38,19,0.263,5,44.1,30,0.457,17.8,14,31,0.452,14,0.667,10,"January 11, 2020",45.5,15,12.9,4,85.7,73.7,28,0.605,62,0.532,33,0.242,15,0.467,7,0,200,117.1,33.3,10,23,82,5,4.3,3,0.387,24,0.375,9,55.9,38,0.593,13.8,11,38,0.632,24,1.0,15,"Auburn Arena, Auburn, Alabama",GEORGIA,Georgia,69.9,Home,AUBURN,Auburn,Auburn,sec
2020-01-15-21-alabama,40.0,8,20.0,7,97.6,87.9,29,0.373,63,0.317,20,0.476,30,0.567,17,1,200,75.3,27.7,13,31,64,4,7.1,6,0.444,28,0.25,7,52.5,42,0.414,21.6,21,35,0.371,13,0.938,15,"January 15, 2020",37.5,9,8.6,3,75.3,72.3,34,0.482,56,0.429,24,0.661,37,0.784,29,7,200,97.6,12.1,4,23,83,,8.2,7,0.375,21,0.286,6,47.5,38,0.564,17.2,15,35,0.514,18,0.562,9,"Coleman Coliseum , Tuscaloosa, Alabama",AUBURN,Auburn,84.9,Home,ALABAMA,Alabama,Auburn,sec
2020-01-18-13-florida,50.0,7,10.8,4,109.5,64.0,16,0.291,55,0.255,14,0.382,21,0.714,15,2,200,74.6,21.4,9,13,47,4,6.3,4,0.418,23,0.174,4,37.3,25,0.362,11.1,8,32,0.313,10,0.882,15,"January 18, 2020",44.4,12,12.5,4,74.6,78.6,33,0.574,54,0.5,27,0.167,9,0.778,7,5,200,109.5,36.0,9,18,69,,4.8,3,0.315,17,0.471,8,62.7,42,0.592,18.3,13,37,0.514,19,0.706,12,"Stephen C. O'Connell Center, Gainesville, Florida",AUBURN,Auburn,63.1,Home,FLORIDA,Florida,Auburn,sec
2020-01-22-19-auburn,55.2,16,10.0,3,115.9,73.3,22,0.525,61,0.475,29,0.148,9,0.333,3,8,200,97.1,22.2,8,17,67,,10.1,7,0.344,21,0.286,6,45.5,30,0.513,14.5,11,40,0.575,23,0.556,10,"January 22, 2020",65.4,17,5.0,2,97.1,77.8,28,0.544,57,0.456,26,0.368,21,0.857,18,2,200,115.9,26.7,8,16,80,16,4.3,3,0.474,27,0.37,10,54.5,36,0.597,14.2,11,30,0.533,16,0.889,16,"Auburn Arena, Auburn, Alabama",SOUTH-CAROLINA,South Carolina,69.1,Home,AUBURN,Auburn,Auburn,sec
2020-01-25-12-auburn,36.0,9,9.4,3,106.7,72.2,26,0.413,69,0.362,25,0.333,23,0.826,19,10,200,101.3,36.6,15,17,76,,13.3,10,0.391,27,0.259,7,53.2,41,0.475,10.2,9,42,0.429,18,0.474,9,"January 25, 2020",48.1,13,9.5,4,101.3,63.4,26,0.533,60,0.45,27,0.4,24,0.667,16,2,200,106.7,27.8,10,18,80,16,6.7,5,0.467,28,0.357,10,46.8,36,0.56,16.6,14,32,0.531,17,0.895,17,"Auburn Arena, Auburn, Alabama",IOWA-STATE,Iowa State,74.7,Home,AUBURN,Auburn,Auburn,sec
2020-01-28-21-mississippi,45.8,11,2.6,1,98.8,82.4,28,0.452,63,0.381,24,0.571,36,0.722,26,2,250,100.0,40.0,14,24,83,17,13.3,11,0.476,30,0.3,9,60.9,42,0.518,18.6,18,33,0.455,15,0.9,18,"January 28, 2020",53.8,14,9.1,3,100.0,60.0,21,0.5,58,0.448,26,0.552,32,0.75,24,10,250,98.8,17.6,6,24,82,,10.8,9,0.345,20,0.3,6,39.1,27,0.56,17.2,15,38,0.526,20,0.5,10,"The Pavilion at Ole Miss, Oxford, Mississippi",MISSISSIPPI,Ole Miss,66.5,Away,AUBURN,Auburn,Auburn,sec
2020-02-01-18-auburn,40.0,8,21.4,6,117.2,55.6,20,0.469,49,0.408,20,0.49,24,0.833,20,5,200,103.1,17.2,5,29,66,13,0.0,0,0.327,16,0.375,6,38.5,25,0.546,14.4,10,33,0.424,14,0.762,16,"February 1, 2020",50.0,9,6.1,2,103.1,82.8,24,0.412,51,0.353,18,0.863,44,0.75,33,2,200,117.2,44.4,16,19,75,17,10.9,7,0.451,23,0.261,6,61.5,40,0.522,7.9,6,28,0.429,12,0.905,19,"Auburn Arena, Auburn, Alabama",KENTUCKY,Kentucky,63.7,Home,AUBURN,Auburn,Auburn,sec
2020-02-04-19-arkansas,44.0,11,11.8,4,100.0,81.3,26,0.509,57,0.439,25,0.526,30,0.7,21,2,225,103.9,38.2,13,23,79,11,3.9,3,0.544,31,0.258,8,59.1,39,0.554,20.4,18,26,0.654,17,0.909,20,"February 4, 2020",44.0,11,7.7,2,103.9,61.8,21,0.508,59,0.424,25,0.441,26,0.615,16,6,225,100.0,18.8,6,22,76,,18.4,14,0.424,25,0.4,10,40.9,27,0.533,12.4,10,34,0.441,15,0.727,16,"Bud Walton Arena, Fayetteville, Arkansas",ARKANSAS,Arkansas,67.4,Away,AUBURN,Auburn,Auburn,sec
2020-02-08-12-auburn,54.8,17,6.7,2,118.2,61.5,24,0.561,66,0.47,31,0.303,20,0.8,16,6,225,116.9,21.2,7,18,90,18,7.8,6,0.485,32,0.375,12,43.1,31,0.596,8.6,7,34,0.559,19,0.739,17,"February 8, 2020",46.7,14,14.7,5,116.9,78.8,26,0.527,74,0.405,30,0.27,20,0.65,13,2,225,118.2,38.5,15,16,91,11,2.6,2,0.595,44,0.409,18,56.9,41,0.545,9.8,9,30,0.4,12,0.913,21,"Auburn Arena, Auburn, Alabama",LOUISIANA-STATE,LSU,68.0,Home,AUBURN,Auburn,Auburn,sec
2020-02-12-19-auburn,66.7,20,14.0,6,111.8,57.8,26,0.488,84,0.357,30,0.19,16,0.563,9,11,225,107.1,24.5,12,27,91,,3.5,3,0.702,59,0.373,22,40.4,38,0.497,8.1,8,25,0.32,8,0.542,13,"February 12, 2020",35.5,11,32.0,8,107.1,75.5,37,0.466,74,0.419,31,0.527,39,0.667,26,2,225,111.8,42.2,19,21,95,11,8.2,7,0.419,31,0.226,7,59.6,56,0.513,9.0,9,43,0.558,24,0.917,22,"Auburn Arena, Auburn, Alabama",ALABAMA,Alabama,75.6,Home,AUBURN,Auburn,Auburn,sec
2020-02-15-18-missouri,47.6,10,2.6,1,126.9,87.5,21,0.478,45,0.467,21,1.022,46,0.652,30,3,200,109.0,34.4,11,24,73,11,4.5,3,0.378,17,0.059,1,57.1,32,0.546,12.1,9,28,0.714,20,0.88,22,"February 15, 2020",42.9,12,10.7,3,109.0,65.6,21,0.618,51,0.549,28,0.569,29,0.759,22,13,200,126.9,12.5,3,31,85,,4.5,3,0.255,13,0.538,7,42.9,24,0.656,11.1,8,38,0.553,21,0.48,12,"Mizzou Arena, Columbia, Missouri",AUBURN,Auburn,67.3,Home,MISSOURI,Missouri,Auburn,sec
2020-02-19-19-georgia,28.6,6,3.3,1,89.0,70.3,26,0.343,67,0.313,21,0.194,13,0.692,9,4,200,75.3,32.6,14,18,55,13,12.3,9,0.388,26,0.154,4,50.0,40,0.376,17.1,15,41,0.415,17,0.846,22,"February 19, 2020",57.1,12,17.1,7,75.3,67.4,29,0.43,57,0.368,21,0.421,24,0.667,16,13,200,89.0,29.7,11,12,65,,11.0,8,0.474,27,0.259,7,50.0,40,0.475,18.2,15,30,0.467,14,0.5,13,"Stegeman Coliseum, Athens, Georgia",AUBURN,Auburn,73.3,Home,GEORGIA,Georgia,Auburn,sec
2020-02-22-12-auburn,63.6,14,13.5,5,110.6,60.5,23,0.51,49,0.449,22,0.347,17,0.941,16,12,200,100.0,48.0,12,19,66,,10.6,7,0.347,17,0.353,6,55.6,35,0.578,28.0,22,32,0.5,16,0.556,15,"February 22, 2020",54.2,13,6.3,2,100.0,52.0,13,0.482,57,0.421,24,0.474,27,0.667,18,4,200,110.6,39.5,15,19,73,13,27.3,18,0.351,20,0.35,7,44.4,28,0.523,13.8,11,37,0.459,17,0.852,23,"Auburn Arena, Auburn, Alabama",TENNESSEE,Tennessee,66.5,Home,AUBURN,Auburn,Auburn,sec
2020-02-25-19-auburn,44.4,8,8.1,3,97.1,75.0,21,0.387,53,0.34,18,0.358,19,0.895,17,15,200,84.1,27.6,8,20,58,,8.7,6,0.283,15,0.333,5,50.9,29,0.468,20.7,16,38,0.342,13,0.464,13,"February 25, 2020",50.0,12,15.8,6,84.1,72.4,21,0.51,51,0.471,24,0.451,23,0.652,15,4,200,97.1,25.0,7,19,67,15,5.8,4,0.275,14,0.286,4,49.1,28,0.541,17.5,13,37,0.541,20,0.857,24,"Auburn Arena, Auburn, Alabama",MISSISSIPPI,Ole Miss,69.0,Home,AUBURN,Auburn,Auburn,sec
2020-02-29-15-kentucky,54.5,12,7.7,3,104.3,78.1,25,0.434,61,0.361,22,0.361,22,0.591,13,5,200,94.3,23.7,9,23,66,15,4.3,3,0.557,34,0.265,9,48.6,34,0.462,12.4,10,27,0.481,13,0.828,24,"February 29, 2020",50.0,11,7.4,2,94.3,76.3,29,0.442,52,0.423,22,0.635,33,0.818,27,5,200,104.3,21.9,7,23,73,8,10.0,7,0.25,13,0.154,2,51.4,36,0.539,9.5,7,39,0.513,20,0.828,24,"Rupp Arena, Lexington, Kentucky",AUBURN,Auburn,70.1,Home,KENTUCKY,Kentucky,Auburn,sec
2020-03-04-19-auburn,46.4,13,3.6,1,101.4,70.0,21,0.542,59,0.475,28,0.373,22,0.636,14,14,200,105.4,25.9,7,16,78,,10.8,8,0.356,21,0.381,8,49.1,28,0.562,14.9,12,38,0.526,20,0.517,15,"March 4, 2020",72.0,18,21.1,8,105.4,74.1,20,0.517,58,0.431,25,0.31,18,0.833,15,6,200,101.4,30.0,9,22,75,17,8.1,6,0.517,30,0.333,10,50.9,29,0.563,19.5,16,28,0.536,15,0.8,24,"Auburn Arena, Auburn, Alabama",AUBURN,Auburn,74.0,Away,TEXAS-AM,Texas A&M,Auburn,sec
2020-03-07-12-tennessee,34.5,10,6.3,2,92.6,75.0,27,0.621,58,0.5,29,0.328,19,0.684,13,6,200,125.0,44.0,11,22,85,17,13.2,9,0.552,32,0.438,14,62.3,38,0.634,15.3,12,26,0.577,15,0.806,25,"March 7, 2020",50.0,9,15.4,4,125.0,56.0,14,0.407,54,0.333,18,0.444,24,0.792,19,14,200,92.6,25.0,9,18,63,,8.8,6,0.407,22,0.364,8,37.7,23,0.482,14.6,11,32,0.313,10,0.548,17,"Thompson-Boling Arena, Knoxville, Tennessee",TENNESSEE,Tennessee,67.7,Away,AUBURN,Auburn,Auburn,sec
