,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf
2019-12-22-15-portland,59.4,19,20.0,5,80.0,86.2,25,0.563,64,0.5,32,0.281,18,0.5,9,3,200,115.7,40.6,13,19,81,,17.1,12,0.344,22,0.364,8,62.3,38,0.558,12.2,10,42,0.571,24,0.727,8,"December 22, 2019",64.7,11,9.5,4,115.7,59.4,19,0.418,49,0.347,17,0.429,21,0.714,15,5,200,80.0,13.8,4,16,56,,7.1,5,0.49,24,0.292,7,37.7,23,0.475,20.5,15,25,0.4,10,0.615,8,"Stan Sheriff Center, Honolulu, Hawaii",PORTLAND,Portland,69.8,Away,HOUSTON,Houston,Houston,aac
2019-12-23-19-georgia-tech,38.5,10,5.1,2,89.4,80.6,25,0.483,58,0.448,26,0.328,19,0.737,14,3,200,106.1,50.0,16,17,70,,1.5,1,0.259,15,0.267,4,65.1,41,0.522,18.4,15,43,0.512,22,0.75,9,"December 23, 2019",35.0,7,4.7,2,106.1,50.0,16,0.398,54,0.37,20,0.407,22,0.727,16,6,200,89.4,19.4,6,19,59,,9.1,6,0.278,15,0.2,3,34.9,22,0.458,11.2,8,39,0.436,17,0.455,5,"Stan Sheriff Center, Honolulu, Hawaii",GEORGIA-TECH,Georgia Tech,66.2,Away,HOUSTON,Houston,Houston,aac
2019-12-25-20-washington,52.0,13,10.0,3,106.0,69.0,20,0.433,67,0.373,25,0.269,18,0.944,17,3,200,111.9,41.2,14,16,75,,9.0,6,0.328,22,0.364,8,54.0,34,0.496,8.5,7,45,0.378,17,0.769,10,"December 25, 2019",50.0,12,6.7,3,111.9,58.8,20,0.548,52,0.462,24,0.327,17,0.824,14,3,200,106.0,31.0,9,18,71,21,6.0,4,0.423,22,0.409,9,46.0,29,0.591,20.1,15,30,0.5,15,0.769,10,"Stan Sheriff Center, Honolulu, Hawaii",WASHINGTON,Washington,67.3,Away,HOUSTON,Houston,Houston,aac
2020-01-03-19-houston,68.2,15,8.8,3,100.0,67.6,23,0.392,65,0.338,22,0.292,19,0.632,12,5,200,80.8,26.2,11,26,63,,5.1,4,0.462,30,0.233,7,44.7,34,0.426,17.9,16,35,0.429,15,0.643,9,"January 3, 2020",57.1,12,11.4,4,80.8,73.8,31,0.436,55,0.382,21,0.691,38,0.789,30,3,200,100.0,32.4,11,20,78,,11.5,9,0.382,21,0.286,6,55.3,42,0.534,17.3,15,34,0.441,15,0.786,11,"Hofheinz Pavilion, Houston, Texas",CENTRAL-FLORIDA,UCF,78.0,Home,HOUSTON,Houston,Houston,aac
2020-01-07-19-temple,64.5,20,16.7,8,102.8,87.1,27,0.472,72,0.431,31,0.264,19,0.526,10,3,200,108.3,43.2,16,19,78,,2.8,2,0.319,23,0.261,6,63.2,43,0.481,6.9,6,49,0.51,25,0.8,12,"January 7, 2020",61.5,16,4.1,2,108.3,56.8,21,0.475,61,0.426,26,0.344,21,0.762,16,5,200,102.8,12.9,4,23,74,,6.9,5,0.213,13,0.462,6,36.8,25,0.521,7.9,6,48,0.417,20,0.643,9,"Liacouras Center, Philadelphia, Pennsylvania",TEMPLE,Temple,72.0,Away,HOUSTON,Houston,Houston,aac
2020-01-11-16-tulsa,36.4,8,19.0,4,101.6,81.0,17,0.473,56,0.393,22,0.196,11,0.727,8,4,200,98.4,42.9,12,19,61,,8.1,5,0.5,28,0.321,9,59.2,29,0.498,18.7,14,28,0.464,13,0.75,12,"January 11, 2020",52.6,10,14.3,4,98.4,57.1,16,0.561,41,0.463,19,0.488,20,0.85,17,6,200,101.6,19.0,4,13,63,,12.9,8,0.488,20,0.4,8,40.8,20,0.624,21.9,14,21,0.524,11,0.625,10,"Donald W. Reynolds Center, Tulsa, Oklahoma",HOUSTON,Houston,61.9,Home,TULSA,Tulsa,Houston,aac
2020-01-15-21-houston,52.0,13,10.8,4,109.2,57.6,19,0.452,62,0.403,25,0.21,13,0.462,6,4,200,95.4,27.8,10,17,62,,12.3,8,0.403,25,0.24,6,42.0,29,0.455,10.6,8,37,0.514,19,0.75,12,"January 15, 2020",50.0,12,10.8,4,95.4,72.2,26,0.482,56,0.429,24,0.393,22,0.773,17,4,200,109.2,42.4,14,13,71,,9.2,6,0.339,19,0.316,6,58.0,40,0.534,14.3,11,37,0.486,18,0.765,13,"Hofheinz Pavilion, Houston, Texas",SOUTHERN-METHODIST,SMU,64.8,Home,HOUSTON,Houston,Houston,aac
2020-01-18-16-wichita-state,66.7,14,29.0,9,81.8,66.7,28,0.469,49,0.429,21,0.469,23,0.826,19,4,200,98.5,26.9,7,20,65,,10.6,7,0.245,12,0.333,4,51.5,35,0.542,18.0,13,37,0.459,17,0.778,14,"January 18, 2020",70.6,12,0.0,0,98.5,73.1,19,0.366,56,0.304,17,0.429,24,0.542,13,3,200,81.8,33.3,14,18,54,16,6.1,4,0.446,25,0.28,7,48.5,33,0.401,16.3,13,31,0.323,10,0.833,15,"Charles Koch Arena, Wichita, Kansas",WICHITA-STATE,Wichita State,66.2,Away,HOUSTON,Houston,Houston,aac
2020-01-23-21-houston,45.0,9,2.9,1,86.3,70.0,21,0.4,55,0.364,20,0.418,23,0.652,15,8,200,80.8,17.5,7,29,59,,11.0,8,0.291,16,0.25,4,40.0,28,0.447,18.7,15,39,0.41,16,0.556,10,"January 23, 2020",58.8,10,12.8,5,80.8,82.5,33,0.404,47,0.362,17,0.723,34,0.735,25,4,200,86.3,30.0,9,24,63,25,8.2,6,0.255,12,0.333,4,60.0,42,0.499,22.5,18,35,0.371,13,0.789,15,"Hofheinz Pavilion, Houston, Texas",CONNECTICUT,UConn,73.0,Home,HOUSTON,Houston,Houston,aac
2020-01-26-14-houston,47.1,8,0.0,0,107.9,64.7,22,0.402,46,0.37,17,0.391,18,0.667,12,12,200,77.8,24.1,7,17,49,,4.8,3,0.348,16,0.188,3,46.0,29,0.449,20.6,14,30,0.467,14,0.4,8,"January 26, 2020",48.0,12,10.0,3,77.8,75.9,22,0.458,60,0.417,25,0.267,16,0.813,13,4,200,107.9,35.3,12,17,68,25,9.5,6,0.35,21,0.238,5,54.0,34,0.503,11.8,9,39,0.513,20,0.8,16,"Hofheinz Pavilion, Houston, Texas",SOUTH-FLORIDA,South Florida,63.1,Home,HOUSTON,Houston,Houston,aac
2020-01-29-19-east-carolina,54.5,12,17.1,6,84.3,74.4,29,0.438,56,0.393,22,0.571,32,0.625,20,4,200,98.6,27.0,10,24,69,21,4.3,3,0.286,16,0.313,5,51.3,39,0.485,12.5,10,40,0.425,17,0.81,17,"January 29, 2020",63.2,12,2.5,1,98.6,73.0,27,0.362,58,0.328,19,0.448,26,0.654,17,12,200,84.3,25.6,10,25,59,,5.7,4,0.397,23,0.174,4,48.7,37,0.419,10.3,8,35,0.429,15,0.429,9,"Williams Arena at Minges Coliseum, Greenville, North Carolina",EAST-CAROLINA,East Carolina,69.8,Away,HOUSTON,Houston,Houston,aac
2020-02-01-18-cincinnati,60.9,14,10.7,3,95.5,80.0,20,0.414,64,0.359,23,0.156,10,0.9,9,5,200,92.5,31.0,9,23,62,21,4.5,3,0.281,18,0.389,7,53.7,29,0.451,11.6,9,46,0.348,16,0.773,17,"February 1, 2020",65.0,13,21.7,10,92.5,69.0,20,0.511,44,0.455,20,0.705,31,0.613,19,7,200,95.5,20.0,5,16,64,,6.0,4,0.364,16,0.313,5,46.3,25,0.545,16.0,11,28,0.536,15,0.667,14,"Fifth Third Arena, Cincinnati, Ohio",HOUSTON,Houston,66.7,Home,CINCINNATI,Cincinnati,Houston,aac
2020-02-06-21-houston,52.6,10,10.7,3,111.9,70.8,17,0.442,52,0.365,19,0.404,21,0.762,16,12,200,92.5,17.6,6,14,62,,11.9,8,0.519,27,0.296,8,39.7,23,0.5,15.2,11,25,0.44,11,0.455,10,"February 6, 2020",60.0,18,8.0,2,92.5,82.4,28,0.625,56,0.536,30,0.196,11,0.455,5,5,200,111.9,29.2,7,17,75,25,10.4,7,0.5,28,0.357,10,60.3,35,0.612,16.5,12,28,0.714,20,0.783,18,"Hofheinz Pavilion, Houston, Texas",TULANE,Tulane,66.6,Home,HOUSTON,Houston,Houston,aac
2020-02-09-15-houston,28.6,4,2.7,1,116.9,63.3,19,0.283,53,0.264,14,0.358,19,0.684,13,6,200,66.2,18.4,7,16,43,,12.3,8,0.453,24,0.083,2,38.2,26,0.347,15.2,11,29,0.414,12,0.739,17,"February 9, 2020",48.3,14,20.7,6,66.2,81.6,31,0.56,58,0.5,29,0.276,16,0.688,11,5,200,116.9,36.7,11,18,76,25,9.2,6,0.362,21,0.333,7,61.8,42,0.579,12.2,9,37,0.595,22,0.792,19,"Hofheinz Pavilion, Houston, Texas",WICHITA-STATE,Wichita State,64.8,Home,HOUSTON,Houston,Houston,aac
2020-02-12-21-south-florida,59.1,13,8.3,2,96.7,73.3,22,0.5,51,0.431,22,0.235,12,0.917,11,5,200,103.3,41.4,12,23,62,20,6.7,4,0.353,18,0.389,7,57.6,34,0.547,19.9,14,33,0.455,15,0.8,20,"February 12, 2020",41.2,7,3.0,1,103.3,58.6,17,0.465,43,0.395,17,0.605,26,0.692,18,13,200,96.7,26.7,8,17,58,,8.3,5,0.442,19,0.316,6,42.4,25,0.524,19.3,13,24,0.458,11,0.458,11,"Sun Dome, Tampa, Florida",SOUTH-FLORIDA,South Florida,59.5,Away,HOUSTON,Houston,Houston,aac
2020-02-15-18-southern-methodist,40.0,10,9.4,3,105.8,72.7,16,0.468,63,0.397,25,0.222,14,0.929,13,6,225,104.3,40.6,13,23,72,20,8.7,6,0.492,31,0.29,9,53.7,29,0.517,16.8,14,32,0.5,16,0.769,20,"February 15, 2020",50.0,13,3.1,1,104.3,59.4,19,0.596,47,0.553,26,0.447,21,0.81,17,6,225,105.8,27.3,6,20,73,,5.8,4,0.319,15,0.267,4,46.3,25,0.641,23.2,17,32,0.688,22,0.75,18,"Moody Coliseum, Dallas, Texas",HOUSTON,Houston,61.6,Home,SOUTHERN-METHODIST,SMU,Houston,aac
2020-02-19-21-houston,50.0,8,3.4,1,122.6,55.2,16,0.391,46,0.348,16,0.413,19,0.368,7,9,200,69.4,21.9,7,19,43,,4.8,3,0.435,20,0.2,4,37.7,23,0.391,19.3,13,26,0.462,12,0.654,17,"February 19, 2020",56.5,13,19.2,5,69.4,78.1,25,0.491,56,0.411,23,0.429,24,0.875,21,6,200,122.6,44.8,13,19,76,22,8.1,5,0.482,27,0.333,9,62.3,38,0.564,11.9,9,29,0.483,14,0.778,21,"Hofheinz Pavilion, Houston, Texas",TULSA,Tulsa,62.2,Home,HOUSTON,Houston,Houston,aac
2020-02-22-14-memphis,42.9,9,2.9,1,88.2,82.4,28,0.41,61,0.344,21,0.197,12,0.75,9,7,200,86.8,34.2,13,21,59,22,5.9,4,0.344,21,0.381,8,56.9,41,0.442,17.4,14,40,0.325,13,0.75,21,"February 22, 2020",55.6,10,12.5,5,86.8,65.8,25,0.368,53,0.34,18,0.566,30,0.7,21,8,200,88.2,17.6,6,15,60,,14.7,10,0.34,18,0.167,3,43.1,31,0.446,10.8,8,35,0.429,15,0.704,19,"FedExForum, Memphis, Tennessee",HOUSTON,Houston,68.5,Home,MEMPHIS,Memphis,Houston,aac
2020-03-01-13-houston,46.7,7,4.9,2,109.7,50.0,21,0.407,43,0.349,15,0.651,28,0.714,20,10,200,88.7,27.6,8,18,55,,8.1,5,0.419,18,0.278,5,40.8,29,0.488,19.0,13,25,0.4,10,0.643,18,"March 1, 2020",37.5,9,28.0,7,88.7,72.4,21,0.424,66,0.364,24,0.273,18,0.667,12,7,200,109.7,50.0,21,20,68,25,12.9,8,0.379,25,0.32,8,59.2,42,0.456,10.9,9,41,0.39,16,0.759,22,"Hofheinz Pavilion, Houston, Texas",CINCINNATI,Cincinnati,61.9,Home,HOUSTON,Houston,Houston,aac
2020-03-05-19-connecticut,42.3,11,6.5,2,106.9,87.0,20,0.43,71,0.366,26,0.141,10,1.0,10,8,200,98.6,37.8,14,24,71,21,8.3,6,0.366,26,0.346,9,56.7,34,0.469,13.7,12,45,0.378,17,0.733,22,"March 5, 2020",33.3,8,6.7,3,98.6,62.2,23,0.542,48,0.5,24,0.688,33,0.758,25,12,200,106.9,13.0,3,16,77,,6.9,5,0.354,17,0.235,4,43.3,26,0.605,13.8,10,31,0.645,20,0.6,18,"Harry A. Gampel Pavilion, Storrs, Connecticut",HOUSTON,Houston,72.2,Home,CONNECTICUT,UConn,Houston,aac
2020-03-08-12-houston,66.7,12,7.4,4,91.4,66.7,30,0.42,50,0.36,18,0.42,21,0.714,15,10,200,81.4,21.2,7,22,57,,8.6,6,0.48,24,0.25,6,47.4,37,0.475,22.3,17,26,0.462,12,0.677,21,"March 8, 2020",43.5,10,15.4,4,81.4,78.8,26,0.366,67,0.343,23,0.343,23,0.652,15,8,200,91.4,33.3,15,16,64,21,11.4,8,0.194,13,0.231,3,52.6,41,0.411,9.4,8,54,0.37,20,0.742,23,"Hofheinz Pavilion, Houston, Texas",MEMPHIS,Memphis,70.5,Home,HOUSTON,Houston,Houston,aac
