,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf
2019-12-20-22-santa-clara,41.4,12,5.0,2,120.5,71.0,22,0.485,68,0.426,29,0.118,8,0.625,5,11,200,85.5,10.5,4,10,71,,8.4,7,0.294,20,0.4,8,37.7,26,0.494,17.3,15,48,0.438,21,0.0,0,"December 20, 2019",73.7,28,12.5,6,85.5,89.5,34,0.625,72,0.528,38,0.167,12,0.833,10,2,200,120.5,29.0,9,11,100,,7.2,6,0.444,32,0.438,14,62.3,43,0.644,16.3,15,40,0.6,24,0.857,12,"Leavey Center, Santa Clara, California",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,83.3,Home,SANTA-CLARA,Santa Clara,Mississippi Valley State,swac
2019-12-22-22-california-baptist,52.0,13,0.0,0,127.2,69.0,20,0.397,78,0.321,25,0.115,9,0.444,4,12,200,81.5,24.5,13,21,66,,13.6,11,0.551,43,0.279,12,40.2,33,0.401,11.8,11,35,0.371,13,0.0,0,"December 22, 2019",75.8,25,11.4,4,81.5,75.5,40,0.703,59,0.559,33,0.441,26,0.769,20,4,200,127.2,31.0,9,14,103,,6.2,5,0.593,35,0.486,17,59.8,49,0.722,22.1,20,24,0.667,16,0.667,8,"CBU Events Center, Riverside, California",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,81.3,Home,CALIFORNIA-BAPTIST,California Baptist,Mississippi Valley State,swac
2020-01-04-17-mississippi-valley-state,29.6,8,21.1,4,89.4,82.1,32,0.43,64,0.422,27,0.563,36,0.694,25,11,200,94.1,44.7,17,20,80,,12.9,11,0.234,15,0.067,1,63.6,49,0.493,19.2,19,49,0.531,26,0.154,2,"January 4, 2020",58.3,14,4.1,2,94.1,55.3,21,0.47,66,0.364,24,0.288,19,0.737,14,13,200,89.4,17.9,7,26,76,,8.2,7,0.712,47,0.298,14,36.4,28,0.506,20.4,19,19,0.526,10,0.0,0,"Harrison HPER Complex, Itta Bena, Mississippi",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,85.1,Away,ARKANSAS-PINE-BLUFF,Arkansas-Pine Bluff,Mississippi Valley State,swac
2020-01-11-19-alabama-state,32.0,8,10.0,4,105.2,76.3,29,0.401,71,0.352,25,0.352,25,0.72,18,14,200,97.4,25.0,11,22,75,,7.8,6,0.437,31,0.226,7,48.8,40,0.452,4.7,4,40,0.45,18,0.0,0,"January 11, 2020",64.3,18,5.0,2,97.4,75.0,33,0.549,61,0.459,28,0.443,27,0.519,14,14,200,105.2,23.7,9,18,81,,2.6,2,0.344,21,0.524,11,51.2,42,0.549,15.1,13,40,0.425,17,0.125,2,,MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,76.9,Home,ALABAMA-STATE,Alabama State,Mississippi Valley State,swac
2020-01-13-20-alabama-am,46.2,12,5.1,2,95.7,64.9,24,0.534,58,0.448,26,0.241,14,0.714,10,14,200,104.3,16.0,4,15,72,,7.2,5,0.431,25,0.4,10,45.2,28,0.557,9.8,7,33,0.485,16,0.067,1,"January 13, 2020",60.0,15,15.2,5,104.3,84.0,21,0.444,63,0.397,25,0.254,16,0.625,10,10,200,95.7,35.1,13,10,66,,5.8,4,0.381,24,0.25,6,54.8,34,0.467,14.6,12,39,0.487,19,0.333,5,"Elmore Health Science Building , Normal, Alabama",ALABAMA-AM,Alabama A&M,68.6,Away,MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,Mississippi Valley State,swac
2020-01-18-17-mississippi-valley-state,47.4,18,5.1,2,89.0,76.7,33,0.556,80,0.475,38,0.263,21,0.762,16,9,200,128.0,45.2,19,17,105,,6.1,5,0.388,31,0.419,13,61.2,52,0.583,12.7,13,49,0.51,25,0.438,7,"January 18, 2020",37.5,9,8.2,4,128.0,54.8,23,0.428,69,0.348,24,0.275,19,0.737,14,15,200,89.0,23.3,10,20,73,,11.0,9,0.435,30,0.367,11,38.8,33,0.468,13.4,12,39,0.333,13,0.062,1,"Harrison HPER Complex, Itta Bena, Mississippi",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,82.0,Away,ALCORN-STATE,Alcorn State,Mississippi Valley State,swac
2020-01-20-17-mississippi-valley-state,69.6,16,6.1,2,100.0,81.3,26,0.531,49,0.469,23,0.694,34,0.647,22,13,200,105.7,35.5,11,14,74,,5.7,4,0.408,20,0.3,6,58.7,37,0.568,19.0,15,29,0.586,17,0.316,6,"January 20, 2020",50.0,13,6.9,2,105.7,64.5,20,0.492,62,0.419,26,0.21,13,0.692,9,16,200,100.0,18.8,6,25,70,,15.7,11,0.468,29,0.31,9,41.3,26,0.513,11.7,9,33,0.515,17,0.059,1,"Harrison HPER Complex, Itta Bena, Mississippi",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,70.2,Away,SOUTHERN,Southern,Mississippi Valley State,swac
2020-01-25-20-texas-southern,36.4,8,18.6,11,94.1,56.9,29,0.359,71,0.31,22,0.31,22,0.727,16,17,200,78.8,14.6,7,23,67,,5.9,5,0.493,35,0.2,7,36.4,36,0.411,12.0,11,36,0.417,15,0.056,1,"January 25, 2020",70.4,19,5.6,2,78.8,85.4,41,0.377,77,0.351,27,0.429,33,0.667,22,11,200,94.1,43.1,22,15,80,,7.1,6,0.234,18,0.222,4,63.6,63,0.432,13.3,14,59,0.39,23,0.421,8,"Health & Physical Education Arena, Houston, Texas",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,85.1,Home,TEXAS-SOUTHERN,Texas Southern,Mississippi Valley State,swac
2020-01-27-20-prairie-view,37.9,11,4.3,2,121.4,65.6,21,0.542,59,0.492,29,0.407,24,0.792,19,18,200,98.8,26.7,8,19,83,,8.3,7,0.356,21,0.286,6,46.8,29,0.589,23.2,21,38,0.605,23,0.053,1,"January 27, 2020",84.6,33,5.3,2,98.8,73.3,22,0.609,69,0.565,39,0.333,23,0.783,18,10,200,121.4,34.4,11,21,102,,17.9,15,0.333,23,0.261,6,53.2,33,0.638,15.9,15,46,0.717,33,0.5,10,"William J. Nicks Building, Prairie View, Texas",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,83.7,Home,PRAIRIE-VIEW,Prairie View,Mississippi Valley State,swac
2020-02-01-17-mississippi-valley-state,54.8,17,2.8,1,79.3,76.2,32,0.485,67,0.463,31,0.388,26,0.769,20,14,200,103.7,27.8,10,18,85,,12.2,10,0.254,17,0.176,3,53.8,42,0.536,16.9,16,50,0.56,28,0.333,7,"February 1, 2020",57.9,11,4.0,2,103.7,72.2,26,0.362,65,0.292,19,0.338,22,0.818,18,19,200,79.3,23.8,10,20,65,,8.5,7,0.446,29,0.31,9,46.2,36,0.431,15.8,14,36,0.278,10,0.05,1,"Harrison HPER Complex, Itta Bena, Mississippi",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,82.4,Away,JACKSON-STATE,Jackson State,Mississippi Valley State,swac
2020-02-03-20-mississippi-valley-state,55.6,20,7.9,3,85.5,74.4,29,0.575,67,0.537,36,0.313,21,0.619,13,11,200,118.4,40.0,14,14,90,,14.5,11,0.239,16,0.313,5,58.1,43,0.585,13.6,12,51,0.608,31,0.5,11,"February 3, 2020",64.0,16,5.9,3,118.4,60.0,21,0.469,64,0.391,25,0.141,9,0.556,5,20,200,85.5,25.6,10,16,65,,9.2,7,0.406,26,0.385,10,41.9,31,0.476,21.8,19,38,0.395,15,0.048,1,"Harrison HPER Complex, Itta Bena, Mississippi",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,76.1,Away,GRAMBLING,Grambling,Mississippi Valley State,swac
2020-02-08-17-mississippi-valley-state,46.9,15,4.2,2,94.9,80.5,33,0.591,66,0.485,32,0.242,16,0.563,9,17,200,111.5,43.2,16,12,87,,0.0,0,0.47,31,0.452,14,62.8,49,0.591,21.5,20,35,0.514,18,0.261,6,"February 8, 2020",42.9,12,5.7,2,111.5,56.8,21,0.445,73,0.384,28,0.178,13,0.692,9,21,200,94.9,19.5,8,15,74,,15.4,12,0.342,25,0.36,9,37.2,29,0.467,8.2,7,48,0.396,19,0.045,1,"Harrison HPER Complex, Itta Bena, Mississippi",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,77.9,Away,ALABAMA-STATE,Alabama State,Mississippi Valley State,swac
2020-02-10-20-mississippi-valley-state,55.0,11,3.0,1,89.3,78.4,29,0.402,56,0.357,20,0.464,26,0.615,16,16,200,81.3,21.1,8,17,61,,6.7,5,0.286,16,0.313,5,49.3,37,0.446,17.2,14,40,0.375,15,0.273,6,"February 10, 2020",33.3,7,12.5,5,81.3,78.9,30,0.438,56,0.375,21,0.411,23,0.783,18,21,200,89.3,21.6,8,20,67,,6.7,5,0.411,23,0.304,7,50.7,38,0.501,19.5,16,33,0.424,14,0.087,2,"Harrison HPER Complex, Itta Bena, Mississippi",ALABAMA-AM,Alabama A&M,74.6,Home,MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,Mississippi Valley State,swac
2020-02-15-18-alcorn-state,54.3,19,7.0,3,107.0,72.5,29,0.531,81,0.432,35,0.136,11,0.182,2,22,225,102.3,24.0,12,16,88,,12.8,11,0.457,37,0.432,16,45.6,41,0.51,12.3,12,44,0.432,19,0.083,2,"February 15, 2020",51.6,16,15.9,7,102.3,76.0,38,0.507,71,0.437,31,0.324,23,0.87,20,12,225,107.0,27.5,11,10,92,,7.0,6,0.394,28,0.357,10,54.4,49,0.561,15.6,15,43,0.488,21,0.478,11,"Davey L. Whitney Complex, Alcorn State, Mississippi",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,76.5,Home,ALCORN-STATE,Alcorn State,Mississippi Valley State,swac
2020-02-17-20-southern,4.5,1,1.7,1,111.8,48.7,19,0.333,69,0.319,22,0.348,24,0.667,16,23,200,72.9,28.3,13,19,62,,9.4,8,0.29,20,0.1,2,37.6,32,0.386,19.3,19,49,0.408,20,0.08,2,"February 17, 2020",55.9,19,6.1,3,72.9,71.7,33,0.507,72,0.472,34,0.403,29,0.759,22,15,200,111.8,51.3,20,21,95,,15.3,13,0.194,14,0.357,5,62.4,53,0.554,17.5,18,58,0.5,29,0.423,11,"F. G. Clark Activity Center, Baton Rouge, Louisiana",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,85.1,Home,SOUTHERN,Southern,Mississippi Valley State,swac
2020-02-22-17-mississippi-valley-state,48.3,14,4.9,2,117.9,65.0,26,0.632,53,0.547,29,0.755,40,0.675,27,13,200,120.5,34.5,10,21,94,,2.6,2,0.264,14,0.643,9,52.2,36,0.653,18.5,16,39,0.513,20,0.5,13,"February 22, 2020",48.5,16,10.3,4,120.5,65.5,19,0.557,70,0.471,33,0.314,22,0.636,14,24,200,117.9,35.0,14,29,92,,15.4,12,0.414,29,0.414,12,47.8,33,0.572,12.1,11,41,0.512,21,0.077,2,"Harrison HPER Complex, Itta Bena, Mississippi",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,77.7,Away,TEXAS-SOUTHERN,Texas Southern,Mississippi Valley State,swac
2020-02-24-20-mississippi-valley-state,75.8,25,2.9,1,90.8,77.8,28,0.568,66,0.5,33,0.258,17,0.765,13,11,200,115.8,27.3,9,20,88,,10.5,8,0.348,23,0.391,9,53.6,37,0.594,9.8,8,43,0.558,24,0.593,16,"February 24, 2020",50.0,11,7.0,3,115.8,72.7,24,0.456,57,0.386,22,0.404,23,0.739,17,25,200,90.8,22.2,8,16,69,,9.2,7,0.386,22,0.364,8,46.4,32,0.508,21.1,18,35,0.4,14,0.074,2,"Harrison HPER Complex, Itta Bena, Mississippi",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,75.5,Away,PRAIRIE-VIEW,Prairie View,Mississippi Valley State,swac
2020-02-29-18-jackson-state,38.5,10,5.6,3,104.8,59.4,19,0.444,71,0.366,26,0.183,13,0.538,7,26,200,84.3,20.5,9,17,70,,8.4,7,0.465,33,0.333,11,36.8,28,0.454,18.1,17,38,0.395,15,0.071,2,"February 29, 2020",38.2,13,10.5,4,84.3,79.5,35,0.515,67,0.507,34,0.433,29,0.621,18,17,200,104.8,40.6,13,15,87,,12.0,10,0.194,13,0.077,1,63.2,48,0.539,14.0,13,54,0.611,33,0.393,11,"Lee E. Williams Athletics and Assembly Center, Jackson, Mississippi",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,83.0,Home,JACKSON-STATE,Jackson State,Mississippi Valley State,swac
2020-03-02-20-grambling,60.9,14,6.4,3,103.8,66.7,22,0.419,68,0.338,23,0.074,5,0.8,4,27,200,78.2,25.0,10,18,61,,10.3,8,0.574,39,0.282,11,43.8,32,0.433,20.4,18,29,0.414,12,0.069,2,"March 2, 2020",61.3,19,17.2,5,78.2,75.0,30,0.523,66,0.47,31,0.273,18,0.667,12,13,200,103.8,33.3,11,10,81,,9.0,7,0.288,19,0.368,7,56.2,41,0.543,15.9,14,47,0.511,24,0.552,16,"Assembly Center, Grambling, Louisiana",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,78.0,Home,GRAMBLING,Grambling,Mississippi Valley State,swac
2020-03-07-20-arkansas-pine-bluff,29.2,7,4.5,2,88.8,62.5,20,0.483,58,0.414,24,0.534,31,0.581,18,27,200,92.5,17.2,5,23,74,,15.0,12,0.466,27,0.296,8,41.0,25,0.509,14.3,12,31,0.516,16,0.1,3,"March 7, 2020",50.0,12,3.2,1,92.5,82.8,24,0.407,59,0.407,24,0.542,32,0.719,23,26,200,88.8,37.5,12,22,71,,13.8,11,0.254,15,0.0,0,59.0,36,0.478,20.6,19,44,0.545,24,0.133,4,"H.O. Clemmons Arena, Pine Bluff, Arkansas",ARKANSAS-PINE-BLUFF,Arkansas-Pine Bluff,80.5,Away,MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,Mississippi Valley State,swac
