,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf
2020-01-06-20-texas-southern,48.1,13,14.0,6,97.6,68.9,31,0.634,56,0.482,27,0.464,26,0.923,24,8,200,115.9,27.6,8,22,95,,9.8,8,0.5,28,0.607,17,52.7,39,0.695,22.0,19,28,0.357,10,0.385,5,"January 6, 2020",48.0,12,3.6,1,115.9,72.4,21,0.405,74,0.338,25,0.365,27,0.741,20,11,200,97.6,31.1,14,23,80,,8.5,7,0.419,31,0.323,10,47.3,35,0.461,11.4,11,43,0.349,15,0.267,4,"Health & Physical Education Arena, Houston, Texas",TEXAS-SOUTHERN,Texas Southern,81.6,Away,ALCORN-STATE,Alcorn State,Alcorn State,swac
2020-01-11-18-alcorn-state,55.6,15,21.1,8,92.9,69.7,23,0.544,57,0.474,27,0.333,19,0.737,14,11,200,108.6,24.2,8,12,76,,10.0,7,0.351,20,0.4,8,47.0,31,0.576,14.4,11,37,0.514,19,0.312,5,"January 11, 2020",54.2,13,8.1,3,108.6,75.8,25,0.458,60,0.4,24,0.283,17,0.588,10,9,200,92.9,30.3,10,15,65,,8.6,6,0.367,22,0.318,7,53.0,35,0.477,16.2,13,38,0.447,17,0.357,5,"Davey L. Whitney Complex, Alcorn State, Mississippi",ALCORN-STATE,Alcorn State,70.1,Away,JACKSON-STATE,Jackson State,Alcorn State,swac
2020-01-13-20-alcorn-state,59.3,16,7.1,2,119.2,78.1,25,0.566,53,0.509,27,0.358,19,0.474,9,8,200,94.5,16.1,5,20,69,,5.5,4,0.321,17,0.353,6,47.6,30,0.556,19.6,15,36,0.583,21,0.529,9,"January 13, 2020",86.2,25,8.3,3,94.5,83.9,26,0.602,59,0.492,29,0.373,22,0.727,16,9,200,119.2,21.9,7,19,87,,13.7,10,0.525,31,0.419,13,52.4,33,0.626,14.9,12,28,0.571,16,0.4,6,"Davey L. Whitney Complex, Alcorn State, Mississippi",GRAMBLING,Grambling,73.2,Home,ALCORN-STATE,Alcorn State,Alcorn State,swac
2020-01-18-17-mississippi-valley-state,47.4,18,5.1,2,89.0,76.7,33,0.556,80,0.475,38,0.263,21,0.762,16,9,200,128.0,45.2,19,17,105,,6.1,5,0.388,31,0.419,13,61.2,52,0.583,12.7,13,49,0.51,25,0.438,7,"January 18, 2020",37.5,9,8.2,4,128.0,54.8,23,0.428,69,0.348,24,0.275,19,0.737,14,15,200,89.0,23.3,10,20,73,,11.0,9,0.435,30,0.367,11,38.8,33,0.468,13.4,12,39,0.333,13,0.062,1,"Harrison HPER Complex, Itta Bena, Mississippi",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,82.0,Away,ALCORN-STATE,Alcorn State,Alcorn State,swac
2020-01-20-20-arkansas-pine-bluff,44.0,11,2.5,1,71.1,86.8,33,0.612,49,0.51,25,0.551,27,0.815,22,9,200,107.9,11.5,3,20,82,,15.8,12,0.306,15,0.667,10,56.3,36,0.663,23.8,19,34,0.441,15,0.471,8,"January 20, 2020",44.4,8,11.8,4,107.9,88.5,23,0.392,51,0.353,18,0.451,23,0.609,14,14,200,71.1,13.2,5,23,54,,10.5,8,0.216,11,0.364,4,43.8,28,0.436,22.8,18,40,0.35,14,0.176,3,"H.O. Clemmons Arena, Pine Bluff, Arkansas",ARKANSAS-PINE-BLUFF,Arkansas-Pine Bluff,76.4,Away,ALCORN-STATE,Alcorn State,Alcorn State,swac
2020-01-25-18-alcorn-state,56.0,14,4.7,2,86.8,69.4,25,0.422,64,0.391,25,0.078,5,0.8,4,12,200,85.3,21.2,7,15,58,,13.2,9,0.281,18,0.222,4,46.4,32,0.437,14.2,11,46,0.457,21,0.294,5,"January 25, 2020",61.9,13,13.0,6,85.3,78.8,26,0.405,58,0.362,21,0.224,13,0.923,12,9,200,86.8,30.6,11,12,59,,10.3,7,0.259,15,0.333,5,53.6,37,0.46,16.9,13,43,0.372,16,0.5,9,"Davey L. Whitney Complex, Alcorn State, Mississippi",ALABAMA-AM,Alabama A&M,68.3,Home,ALCORN-STATE,Alcorn State,Alcorn State,swac
2020-01-27-20-alcorn-state,69.6,16,5.7,2,105.0,60.5,23,0.539,51,0.451,23,0.255,13,0.385,5,17,200,100.0,31.3,10,17,60,,5.0,3,0.353,18,0.5,9,47.1,33,0.525,18.6,13,33,0.424,14,0.15,3,"January 27, 2020",58.3,14,15.2,5,100.0,68.8,22,0.46,62,0.387,24,0.177,11,0.545,6,9,200,105.0,39.5,15,16,63,,11.7,7,0.435,27,0.333,9,52.9,37,0.469,9.5,7,35,0.429,15,0.526,10,"Davey L. Whitney Complex, Alcorn State, Mississippi",ALABAMA-STATE,Alabama State,59.7,Home,ALCORN-STATE,Alcorn State,Alcorn State,swac
2020-02-01-18-southern,30.0,9,7.7,3,127.4,76.2,16,0.525,59,0.508,30,0.373,22,0.909,20,10,200,112.3,30.0,9,24,82,,2.7,2,0.288,17,0.118,2,49.0,25,0.59,14.9,12,42,0.667,28,0.5,10,"February 1, 2020",60.0,18,0.0,0,112.3,70.0,21,0.64,50,0.6,30,0.78,39,0.744,29,13,200,127.4,23.8,5,21,93,,9.6,7,0.22,11,0.364,4,51.0,26,0.679,13.0,10,39,0.667,26,0.409,9,"F. G. Clark Activity Center, Baton Rouge, Louisiana",ALCORN-STATE,Alcorn State,73.0,Home,SOUTHERN,Southern,Alcorn State,swac
2020-02-08-18-jackson-state,38.1,8,2.2,1,122.9,68.0,17,0.377,61,0.344,21,0.262,16,0.688,11,11,200,81.4,35.1,13,19,57,,5.7,4,0.246,15,0.267,4,48.4,30,0.415,15.0,12,46,0.37,17,0.476,10,"February 8, 2020",56.7,17,10.9,5,81.4,64.9,24,0.598,56,0.536,30,0.5,28,0.679,19,14,200,122.9,32.0,8,18,86,,10.0,7,0.196,11,0.636,7,51.6,32,0.62,13.9,11,45,0.511,23,0.391,9,"Lee E. Williams Athletics and Assembly Center, Jackson, Mississippi",ALCORN-STATE,Alcorn State,70.0,Home,JACKSON-STATE,Jackson State,Alcorn State,swac
2020-02-10-20-grambling,48.1,13,6.4,3,106.7,57.6,19,0.461,64,0.422,27,0.313,20,0.6,12,12,200,94.7,26.3,10,22,71,,12.0,9,0.406,26,0.192,5,40.8,29,0.483,16.1,14,38,0.579,22,0.455,10,"February 10, 2020",50.0,14,7.9,3,94.7,73.7,28,0.492,61,0.459,28,0.41,25,0.8,20,11,200,106.7,42.4,14,14,80,,8.0,6,0.23,14,0.286,4,59.2,42,0.549,16.3,14,47,0.511,24,0.542,13,"Assembly Center, Grambling, Louisiana",ALCORN-STATE,Alcorn State,75.2,Home,GRAMBLING,Grambling,Alcorn State,swac
2020-02-15-18-alcorn-state,54.3,19,7.0,3,107.0,72.5,29,0.531,81,0.432,35,0.136,11,0.182,2,22,225,102.3,24.0,12,16,88,,12.8,11,0.457,37,0.432,16,45.6,41,0.51,12.3,12,44,0.432,19,0.083,2,"February 15, 2020",51.6,16,15.9,7,102.3,76.0,38,0.507,71,0.437,31,0.324,23,0.87,20,12,225,107.0,27.5,11,10,92,,7.0,6,0.394,28,0.357,10,54.4,49,0.561,15.6,15,43,0.488,21,0.478,11,"Davey L. Whitney Complex, Alcorn State, Mississippi",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,76.5,Home,ALCORN-STATE,Alcorn State,Alcorn State,swac
2020-02-17-20-alcorn-state,52.4,11,19.2,5,88.2,82.8,24,0.402,56,0.375,21,0.268,15,0.467,7,22,200,76.5,35.9,14,17,52,,14.7,10,0.339,19,0.158,3,55.9,38,0.412,21.4,17,37,0.486,18,0.12,3,"February 17, 2020",73.7,14,8.1,3,76.5,64.1,25,0.442,52,0.365,19,0.385,20,0.7,14,12,200,88.2,17.2,5,14,60,,20.6,14,0.5,26,0.308,8,44.1,30,0.488,17.6,13,26,0.423,11,0.5,12,"Davey L. Whitney Complex, Alcorn State, Mississippi",ARKANSAS-PINE-BLUFF,Arkansas-Pine Bluff,67.8,Home,ALCORN-STATE,Alcorn State,Alcorn State,swac
2020-02-22-19-alabama-am,40.9,9,2.5,1,107.6,67.6,23,0.473,55,0.4,22,0.2,11,0.818,9,13,200,92.4,16.7,5,22,61,,6.1,4,0.455,25,0.32,8,43.8,28,0.506,16.7,12,30,0.467,14,0.48,12,"February 22, 2020",47.8,11,0.0,0,92.4,83.3,25,0.481,52,0.442,23,0.577,30,0.7,21,17,200,107.6,32.4,11,12,71,,9.1,6,0.231,12,0.333,4,56.3,36,0.536,13.3,10,40,0.475,19,0.292,7,"Elmore Health Science Building , Normal, Alabama",ALCORN-STATE,Alcorn State,66.2,Home,ALABAMA-AM,Alabama A&M,Alcorn State,swac
2020-02-24-20-alabama-state,39.3,11,9.1,4,98.7,65.9,29,0.642,53,0.528,28,0.321,17,0.706,12,13,200,102.6,20.8,5,20,80,,7.7,6,0.491,26,0.462,12,50.0,34,0.655,24.9,20,27,0.593,16,0.5,13,"February 24, 2020",33.3,10,7.4,2,102.6,79.2,19,0.472,72,0.417,30,0.278,20,0.45,9,19,200,98.7,34.1,15,20,77,,10.3,8,0.389,28,0.286,8,50.0,34,0.472,13.9,13,44,0.5,22,0.296,8,,ALABAMA-STATE,Alabama State,77.8,Away,ALCORN-STATE,Alcorn State,Alcorn State,swac
2020-02-29-18-alcorn-state,45.8,11,7.4,2,80.3,78.8,26,0.472,54,0.444,24,0.593,32,0.625,20,15,200,100.0,15.6,5,25,71,,11.3,8,0.222,12,0.25,3,47.7,31,0.513,10.5,8,42,0.5,21,0.483,14,"February 29, 2020",58.8,10,16.7,7,100.0,84.4,27,0.457,47,0.362,17,0.574,27,0.519,14,14,200,80.3,21.2,7,25,57,,2.8,2,0.426,20,0.45,9,52.3,34,0.476,22.4,17,27,0.296,8,0.481,13,"Davey L. Whitney Complex, Alcorn State, Mississippi",ALCORN-STATE,Alcorn State,71.0,Away,SOUTHERN,Southern,Alcorn State,swac
2020-03-05-20-alcorn-state,50.0,14,13.0,3,108.1,62.5,20,0.462,65,0.431,28,0.308,20,0.55,11,12,200,95.9,35.0,14,27,71,,12.2,9,0.338,22,0.182,4,47.2,34,0.477,15.9,14,43,0.558,24,0.6,18,"March 5, 2020",59.1,13,9.3,4,95.9,65.0,26,0.51,52,0.423,22,0.673,35,0.771,27,14,200,108.1,37.5,12,20,80,,12.2,9,0.558,29,0.31,9,52.8,38,0.583,19.2,16,23,0.565,13,0.5,14,"Davey L. Whitney Complex, Alcorn State, Mississippi",PRAIRIE-VIEW,Prairie View,73.6,Home,ALCORN-STATE,Alcorn State,Alcorn State,swac
2020-03-07-18-alcorn-state,37.9,11,8.3,4,120.0,73.5,25,0.517,59,0.492,29,0.339,20,0.7,14,16,200,100.0,18.8,6,16,75,,5.3,4,0.237,14,0.214,3,47.0,31,0.547,16.1,13,45,0.578,26,0.484,15,"March 7, 2020",70.6,24,8.9,4,100.0,81.3,26,0.559,68,0.5,34,0.235,16,0.875,14,14,200,120.0,26.5,9,20,90,,12.0,9,0.294,20,0.4,8,53.0,35,0.595,9.6,8,48,0.542,26,0.517,15,"Davey L. Whitney Complex, Alcorn State, Mississippi",TEXAS-SOUTHERN,Texas Southern,75.1,Home,ALCORN-STATE,Alcorn State,Alcorn State,swac
2020-03-10-21-jackson-state,16.7,3,2.5,1,100.0,79.3,23,0.349,53,0.34,18,0.377,20,0.75,15,15,200,75.4,20.0,7,19,52,,8.7,6,0.245,13,0.077,1,46.9,30,0.416,21.6,17,40,0.425,17,0.5,15,"March 10, 2020",55.6,15,10.0,4,75.4,80.0,28,0.548,52,0.519,27,0.5,26,0.462,12,17,200,100.0,20.7,6,17,69,,14.5,10,0.231,12,0.25,3,53.1,34,0.536,11.2,8,40,0.6,24,0.469,15,"Lee E. Williams Athletics and Assembly Center, Jackson, Mississippi",ALCORN-STATE,Alcorn State,69.4,Home,JACKSON-STATE,Jackson State,Alcorn State,swac
